Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
ZUENDAPP KS KS 125 Sport (521-01),,11 kW / 15 HP,123 ccm,1 cylinder,? valves,Mixture,1971/01 - 1972/12,ZUENDAPP
ZUENDAPP KS KS 125 Sport (521-05),,13 kW / 17 HP,123 ccm,1 cylinder,? valves,Mixture,1973/01 - 1975/12,ZUENDAPP
