Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.2 Turbo,F 12 SHR,107 kW / 145 HP,1199 ccm,3 cylinders,12 valves,Petrol,2019/08 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.4,B 14 XE,74 kW / 100 HP,1399 ccm,4 cylinders,16 valves,Petrol,2015/11 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.4 Turbo,B 14 XFL,92 kW / 125 HP,1399 ccm,4 cylinders,16 valves,Petrol,2015/11 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.4 Turbo,B 14 XFT,110 kW / 150 HP,1399 ccm,4 cylinders,16 valves,Petrol,2015/11 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.4 Turbo,"F 14 SHL, F 14 SHT",107 kW / 145 HP,1342 ccm,3 cylinders,12 valves,Petrol,2019/08 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.5 CRDI,"D 15 DVC, F 15 DVC",77 kW / 105 HP,1496 ccm,3 cylinders,12 valves,Diesel,2019/08 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.5 CRDI,"D 15 DVH, F 15 DVH",90 kW / 122 HP,1496 ccm,3 cylinders,12 valves,Diesel,2019/08 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.6 BiTurbo,D 16 DTR,110 kW / 150 HP,1598 ccm,4 cylinders,16 valves,Diesel,2018/08 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.6 CDTi,"B 16 DTE, B 16 DTU, D 16 DTI, D 16 DTN",81 kW / 110 HP,1598 ccm,4 cylinders,16 valves,Diesel,2015/07 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.6 CDTi,"B 16 DTH, D 16 DTH",100 kW / 136 HP,1598 ccm,4 cylinders,16 valves,Diesel,2015/11 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.6 CDTi,B 16 DTR,118 kW / 160 HP,1598 ccm,4 cylinders,16 valves,Diesel,2015/11 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.6 CDTi,B 16 DTE,70 kW / 95 HP,1598 ccm,4 cylinders,16 valves,Diesel,2015/11 - X,VAUXHALL
VAUXHALL ASTRA Mk VII (K) Estate (B16) 1.6 Turbo,"B 16 SHT, D 16 SHT",147 kW / 200 HP,1598 ccm,4 cylinders,16 valves,Petrol,2015/11 - X,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.3 CDTi,A 13 DTE,70 kW / 95 HP,1248 ccm,4 cylinders,16 valves,Diesel,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.4,"A 14 XER, B 14 XER",74 kW / 101 HP,1398 ccm,4 cylinders,16 valves,Petrol,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.4,A 14 XEL,64 kW / 87 HP,1398 ccm,4 cylinders,16 valves,Petrol,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.4 Turbo,A 14 NET,103 kW / 140 HP,1364 ccm,4 cylinders,16 valves,Petrol,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.6,"A 16 XER, B 16 XER",85 kW / 116 HP,1598 ccm,4 cylinders,16 valves,Petrol,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.6 CDTi,B 16 DTH,100 kW / 136 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/01 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.6 CDTi,B 16 DTL,81 kW / 110 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/01 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.6 SIDI,"A 16 XHT, B 16 SHL",125 kW / 170 HP,1598 ccm,4 cylinders,16 valves,Petrol,2012/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.6 Turbo,A 16 LET,132 kW / 180 HP,1598 ccm,4 cylinders,16 valves,Petrol,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.7 CDTi,"A 17 DTC, A 17 DTE, A 17 DTJ",81 kW / 110 HP,1686 ccm,4 cylinders,16 valves,Diesel,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.7 CDTi,A 17 DTR,92 kW / 125 HP,1686 ccm,4 cylinders,16 valves,Diesel,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 1.7 CDTi,"A 17 DTF, A 17 DTS",96 kW / 131 HP,1686 ccm,4 cylinders,16 valves,Diesel,2011/06 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 2.0 BiTurbo CDTI,A 20 DTR,143 kW / 194 HP,1956 ccm,4 cylinders,16 valves,Diesel,2012/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 2.0 CDTi,A 20 DTH,118 kW / 160 HP,1956 ccm,4 cylinders,16 valves,Diesel,2010/10 - 2011/06,VAUXHALL
VAUXHALL ASTRA Mk VI (J) Estate (P10) 2.0 CDTi,A 20 DTH,121 kW / 165 HP,1956 ccm,4 cylinders,16 valves,Diesel,2011/08 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.4,"A 14 NEL, B 14 NEL",88 kW / 120 HP,1364 ccm,4 cylinders,16 valves,Petrol,2011/10 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.4,A 14 XER,74 kW / 101 HP,1398 ccm,4 cylinders,16 valves,Petrol,2011/10 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.4,"A 14 NET, B 14 NET",103 kW / 140 HP,1364 ccm,4 cylinders,16 valves,Petrol,2011/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.6,A 16 LET,132 kW / 180 HP,1598 ccm,4 cylinders,16 valves,Petrol,2011/10 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.6 CDTi,B 16 DTL,81 kW / 110 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/07 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.6 CDTi,B 16 DTH,100 kW / 136 HP,1598 ccm,4 cylinders,16 valves,Diesel,2014/07 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.6 SIDI,"A 16 SHT, B 16 SHT",147 kW / 200 HP,1598 ccm,4 cylinders,16 valves,Petrol,2013/09 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.6 SIDI,"A 16 XHT, B 16 SHL",125 kW / 170 HP,1598 ccm,4 cylinders,16 valves,Petrol,2013/09 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.7 CDTi,"A 17 DTC, A 17 DTE, A 17 DTJ",81 kW / 110 HP,1686 ccm,4 cylinders,16 valves,Diesel,2011/10 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 1.7 CDTi,"A 17 DTF, A 17 DTS",96 kW / 131 HP,1686 ccm,4 cylinders,16 valves,Diesel,2011/10 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 2.0 BiTurbo CDTI,A 20 DTR,143 kW / 194 HP,1956 ccm,4 cylinders,16 valves,Diesel,2012/12 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 2.0 CDTi,A 20 DTH,121 kW / 165 HP,1956 ccm,4 cylinders,16 valves,Diesel,2011/10 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) GTC (P10) 2.0 VXR,"A 20 NFT, B 20 NFT",206 kW / 280 HP,1998 ccm,4 cylinders,16 valves,Petrol,2012/04 - 2020/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.3 CDTI,A 13 DTE,70 kW / 95 HP,1248 ccm,4 cylinders,16 valves,Diesel,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.4,"A 14 XER, B 14 XER",74 kW / 100 HP,1398 ccm,4 cylinders,16 valves,Petrol,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.4,A 14 XEL,64 kW / 87 HP,1398 ccm,4 cylinders,16 valves,Petrol,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.4 Turbo,A 14 NEL,88 kW / 120 HP,1364 ccm,4 cylinders,16 valves,Petrol,2010/08 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.4 Turbo,"A 14 NET, B 14 NET, D 14 NET",103 kW / 140 HP,1364 ccm,4 cylinders,16 valves,Petrol,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.6,"A 16 XER, B 16 XER",85 kW / 115 HP,1598 ccm,4 cylinders,16 valves,Petrol,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.6 CDTi,B 16 DTL,81 kW / 110 HP,1598 ccm,4 cylinders,16 valves,Diesel,2013/11 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.6 CDTi,B 16 DTH,100 kW / 136 HP,1598 ccm,4 cylinders,16 valves,Diesel,2013/11 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.6 SIDI,"A 16 XHT, B 16 SHL",125 kW / 170 HP,1598 ccm,4 cylinders,16 valves,Petrol,2012/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.6 Turbo,A 16 LET,132 kW / 180 HP,1598 ccm,4 cylinders,16 valves,Petrol,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.7 CDTi,"A 17 DTF, A 17 DTS",96 kW / 131 HP,1686 ccm,4 cylinders,16 valves,Diesel,2011/06 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.7 CDTi,"A 17 DTC, A 17 DTE, A 17 DTJ",81 kW / 110 HP,1686 ccm,4 cylinders,16 valves,Diesel,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.7 CDTi,A 17 DTR,92 kW / 125 HP,1686 ccm,4 cylinders,16 valves,Diesel,2009/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 1.7 CDTI,A 17 DTL,74 kW / 101 HP,1686 ccm,4 cylinders,16 valves,Diesel,2010/10 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 2.0 BiTurbo CDTI,A 20 DTR,143 kW / 194 HP,1956 ccm,4 cylinders,16 valves,Diesel,2012/12 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 2.0 CDTi,A 20 DTH,121 kW / 165 HP,1956 ccm,4 cylinders,16 valves,Diesel,2011/08 - 2015/10,VAUXHALL
VAUXHALL ASTRA Mk VI (J) (P10) 2.0 CDTi,A 20 DTH,118 kW / 160 HP,1956 ccm,4 cylinders,16 valves,Diesel,2009/12 - 2011/06,VAUXHALL
VAUXHALL ASTRAVAN Mk III (F) Estate Van (T92) 1.4 i (F70),C 14 NZ,44 kW / 60 HP,1389 ccm,4 cylinders,8 valves,Petrol,1991/09 - 1995/08,VAUXHALL
VAUXHALL ASTRAVAN Mk III (F) Estate Van (T92) 1.6 i (F70),C 16 NZ,55 kW / 75 HP,1598 ccm,4 cylinders,8 valves,Petrol,1991/10 - 1998/08,VAUXHALL
VAUXHALL ASTRAVAN Mk III (F) Estate Van (T92) 1.6 i (F70),X 16 SZ,52 kW / 71 HP,1598 ccm,4 cylinders,8 valves,Petrol,1994/09 - 1996/08,VAUXHALL
VAUXHALL ASTRAVAN Mk III (F) Estate Van (T92) 1.7 D (F70),17 DR,44 kW / 60 HP,1699 ccm,4 cylinders,8 valves,Diesel,1991/10 - 1994/12,VAUXHALL
VAUXHALL ASTRAVAN Mk III (F) Estate Van (T92) 1.7 D (F70),17 D,42 kW / 57 HP,1699 ccm,4 cylinders,8 valves,Diesel,1991/09 - 1993/08,VAUXHALL
VAUXHALL ASTRAVAN Mk III (F) Estate Van (T92) 1.7 TD (F70),X 17 DTL,50 kW / 68 HP,1700 ccm,4 cylinders,8 valves,Diesel,1994/09 - 1998/08,VAUXHALL
VAUXHALL ASTRAVAN Mk III (F) Estate Van (T92) 1.7 TD (F70),17 TD,60 kW / 82 HP,1686 ccm,4 cylinders,8 valves,Diesel,1995/09 - 1996/08,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.4 16V,Z 14 XE,66 kW / 90 HP,1389 ccm,4 cylinders,16 valves,Petrol,2000/09 - 2005/05,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.6 Dualfuel,Z 16 XE,74 kW / 101 HP,1598 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2000/07 - 2005/08,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.6 Dualfuel,X 16 SZR,55 kW / 75 HP,1598 ccm,4 cylinders,8 valves,Petrol/Liquified Petroleum Gas (LPG),1998/02 - 2000/12,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.6 Dualfuel,Z 16 SE,62 kW / 84 HP,1598 ccm,4 cylinders,8 valves,Petrol/Liquified Petroleum Gas (LPG),2000/09 - 2004/10,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.6 Dualfuel 16V,Z 16 XEP,77 kW / 105 HP,1598 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2004/10 - 2005/12,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.6 i,X 16 SZR,55 kW / 75 HP,1598 ccm,4 cylinders,8 valves,Petrol,1998/08 - 2000/09,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.6 i,Z 16 SE,62 kW / 84 HP,1598 ccm,4 cylinders,8 valves,Petrol,2000/09 - 2006/08,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.7 CDTI,Z 17 DTL,59 kW / 80 HP,1686 ccm,4 cylinders,16 valves,Diesel,2003/07 - 2006/08,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.7 DTI 16V,Y 17 DT,55 kW / 75 HP,1686 ccm,4 cylinders,16 valves,Diesel,2001/04 - 2006/08,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 1.7 TD,X 17 DTL,50 kW / 68 HP,1700 ccm,4 cylinders,8 valves,Diesel,1998/08 - 2006/08,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 2.0 DI,"X 20 DTL, Y 20 DTL",60 kW / 82 HP,1995 ccm,4 cylinders,16 valves,Diesel,1998/08 - 2006/08,VAUXHALL
VAUXHALL ASTRAVAN Mk IV (G) Estate Van (T98) 2.0 DTI,Y 20 DTH,74 kW / 100 HP,1995 ccm,4 cylinders,16 valves,Diesel,2004/04 - 2006/08,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.3 CDTi,Z 13 DTH,66 kW / 90 HP,1248 ccm,4 cylinders,16 valves,Diesel,2005/08 - X,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.4 i,Z 14 XEP,66 kW / 90 HP,1364 ccm,4 cylinders,16 valves,Petrol,2005/03 - X,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.6,"Z 16 XE1, Z 16 XEP",76 kW / 103 HP,1598 ccm,4 cylinders,16 valves,Petrol,2005/03 - X,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.7 CDTi,"A 17 DTJ, Z 17 DTJ",81 kW / 110 HP,1686 ccm,4 cylinders,16 valves,Diesel,2011/06 - 2013/12,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.7 CDTi,"A 17 DTR, Z 17 DTR",92 kW / 125 HP,1686 ccm,4 cylinders,16 valves,Diesel,2011/11 - X,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.7 CDTi,Z 17 DTL,59 kW / 80 HP,1686 ccm,4 cylinders,16 valves,Diesel,2005/03 - 2006/07,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.7 CDTI,Z 17 DTH,74 kW / 101 HP,1686 ccm,4 cylinders,16 valves,Diesel,2005/03 - 2011/11,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.9 CDTi,Z 19 DT,88 kW / 120 HP,1910 ccm,4 cylinders,8 valves,Diesel,2005/03 - 2011/11,VAUXHALL
VAUXHALL ASTRAVAN Mk V (H) Estate Van (A04) 1.9 CDTi,Z 19 DTH,110 kW / 150 HP,1910 ccm,4 cylinders,16 valves,Diesel,2005/03 - 2011/11,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.3 4x4 (TFS16)",4 ZD1,69 kW / 94 HP,2254 ccm,4 cylinders,8 valves,Petrol,1990/06 - 1994/08,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.3 4x4 (TFS16)",23 P,72 kW / 98 HP,2254 ccm,4 cylinders,8 valves,Petrol,1994/08 - 1996/09,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.3 (TFR16)",4 ZD1,69 kW / 94 HP,2254 ccm,4 cylinders,8 valves,Petrol,1991/08 - 1994/08,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.3 (TFR16)",23 P,72 kW / 98 HP,2254 ccm,4 cylinders,8 valves,Petrol,1994/08 - 1996/09,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.5 DTI",4JA1-T,74 kW / 101 HP,2499 ccm,4 cylinders,8 valves,Diesel,2001/08 - 2002/12,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.5 DTI 4x4",4JA1-T,74 kW / 101 HP,2499 ccm,4 cylinders,8 valves,Diesel,2001/08 - 2002/12,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.5 TD 4x4 (TFS54)",4JA1-T,56 kW / 76 HP,2499 ccm,4 cylinders,8 valves,Diesel,1990/06 - 1994/06,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.5 TD 4x4 (TFS54)",4JA1-T,56 kW / 76 HP,2499 ccm,4 cylinders,8 valves,Diesel,1994/07 - 2002/12,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.5 TD (TFR54)",4JA1-T,56 kW / 76 HP,2499 ccm,4 cylinders,8 valves,Diesel,1991/08 - 1994/06,VAUXHALL
"VAUXHALL BRAVA Pickup (TF0, TF1) 2.5 TD (TFR54)",4JA1-T,56 kW / 76 HP,2499 ccm,4 cylinders,8 valves,Diesel,1994/07 - 2002/12,VAUXHALL
VAUXHALL CALIBRA (C89) 2.0 i,C 20 NE,85 kW / 115 HP,1998 ccm,4 cylinders,8 valves,Petrol,1990/06 - 1997/07,VAUXHALL
VAUXHALL CALIBRA (C89) 2.0 i 16V,X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol,1990/06 - 1997/07,VAUXHALL
VAUXHALL CALIBRA (C89) 2.0 i 16V,C 20 XE,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Petrol,1990/06 - 1994/02,VAUXHALL
VAUXHALL CALIBRA (C89) 2.0 i 16V 4x4,X 20 XEV,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Petrol,1994/02 - 1997/07,VAUXHALL
VAUXHALL CALIBRA (C89) 2.0 i 16V 4x4,C 20 XE,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Petrol,1990/06 - 1994/02,VAUXHALL
VAUXHALL CALIBRA (C89) 2.0 i 4x4,C 20 NE,85 kW / 115 HP,1998 ccm,4 cylinders,8 valves,Petrol,1990/06 - 1997/07,VAUXHALL
VAUXHALL CALIBRA (C89) 2.0 i Turbo 4x4,C 20 LET,150 kW / 204 HP,1998 ccm,4 cylinders,16 valves,Petrol,1992/03 - 1997/07,VAUXHALL
VAUXHALL CALIBRA (C89) 2.5 i V6,"C 25 XE, X 25 XE",125 kW / 170 HP,2498 ccm,6 cylinders,24 valves,Petrol,1993/04 - 1997/07,VAUXHALL
VAUXHALL CARLTON Mk II Estate 1.8 S,18 S,66 kW / 90 HP,1796 ccm,4 cylinders,8 valves,Petrol,1982/11 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk II Estate 2.0,"20 E, 20 S",81 kW / 110 HP,1979 ccm,4 cylinders,8 valves,Petrol,1977/09 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk II Estate 2.0 S,20 S,74 kW / 100 HP,1979 ccm,4 cylinders,8 valves,Petrol,1977/09 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk II Estate 2.2 i,22 E,85 kW / 115 HP,2197 ccm,4 cylinders,8 valves,Petrol,1984/11 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk II Estate 2.3 D,23 D,52 kW / 71 HP,2260 ccm,4 cylinders,8 valves,Diesel,1983/05 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk II Estate 2.3 D,23 D,48 kW / 65 HP,2260 ccm,4 cylinders,8 valves,Diesel,1980/09 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 1.8,E 18 NVR,65 kW / 88 HP,1796 ccm,4 cylinders,8 valves,Petrol,1987/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 1.8 i,18 SEH,85 kW / 115 HP,1796 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 1.8 S,18 SV,66 kW / 90 HP,1796 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 2.0,C 20 NE,85 kW / 115 HP,1998 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 2.0 i,20 SE,90 kW / 122 HP,1998 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 2.2 TD,23 YDT,66 kW / 90 HP,2260 ccm,4 cylinders,8 valves,Diesel,1986/09 - 1988/08,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 2.3 D,23 YD,54 kW / 73 HP,2260 ccm,4 cylinders,8 valves,Diesel,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 2.3 TD Interc.,23 DTR,74 kW / 100 HP,2260 ccm,4 cylinders,8 valves,Diesel,1988/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 2.6 i,C 26 NE,110 kW / 150 HP,2594 ccm,6 cylinders,12 valves,Petrol,1990/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 3.0,C 30 NE,130 kW / 177 HP,2969 ccm,6 cylinders,12 valves,Petrol,1987/03 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Estate (V87) 3.0 24V,C 30 SEJ,147 kW / 200 HP,2969 ccm,6 cylinders,24 valves,Petrol,1989/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 1.8,E 18 NVR,65 kW / 88 HP,1796 ccm,4 cylinders,8 valves,Petrol,1987/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 1.8 i,18 SEH,85 kW / 115 HP,1796 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 1.8 S,18 SV,66 kW / 90 HP,1796 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 2.0,C 20 NEF,74 kW / 100 HP,1998 ccm,4 cylinders,8 valves,Petrol,1990/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 2.0,C 20 NE,85 kW / 115 HP,1998 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 2.0 i,20 SE,90 kW / 122 HP,1998 ccm,4 cylinders,8 valves,Petrol,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 2.2 TD,23 YDT,66 kW / 90 HP,2260 ccm,4 cylinders,8 valves,Diesel,1986/10 - 1988/08,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 2.3 D,23 YD,54 kW / 73 HP,2260 ccm,4 cylinders,8 valves,Diesel,1986/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 2.3 TD Interc.,23 DTR,74 kW / 100 HP,2260 ccm,4 cylinders,8 valves,Diesel,1988/08 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 2.6 i,C 26 NE,110 kW / 150 HP,2594 ccm,6 cylinders,12 valves,Petrol,1990/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 3000 24V,C 30 SEJ,147 kW / 200 HP,2969 ccm,6 cylinders,24 valves,Petrol,1989/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 3000 Cat,C 30 NE,130 kW / 177 HP,2969 ccm,6 cylinders,12 valves,Petrol,1988/03 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 3.0 3000,30 NE,130 kW / 177 HP,2969 ccm,6 cylinders,12 valves,Petrol,1987/03 - 1990/09,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 3.0 3000 24V,C 30 SE,150 kW / 204 HP,2969 ccm,6 cylinders,24 valves,Petrol,1989/09 - 1994/03,VAUXHALL
VAUXHALL CARLTON Mk III Saloon (V87) 3.6 24V Lotus,C 36 GET,277 kW / 377 HP,3638 ccm,6 cylinders,24 valves,Petrol,1990/08 - 1992/09,VAUXHALL
VAUXHALL CARLTON Mk II Saloon 1.8,18 N,55 kW / 75 HP,1796 ccm,4 cylinders,8 valves,Petrol,1981/09 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk II Saloon 1.8 S,18 S,65 kW / 88 HP,1796 ccm,4 cylinders,8 valves,Petrol,1982/12 - 1986/08,VAUXHALL
VAUXHALL CARLTON Mk II Saloon 2.0 i,"20 E, 20 S",81 kW / 110 HP,1979 ccm,4 cylinders,8 valves,Petrol,1983/01 - 1984/12,VAUXHALL
VAUXHALL CARLTON Mk II Saloon 2.0 S,C 20 NEJ,74 kW / 100 HP,1998 ccm,4 cylinders,8 valves,Petrol,1978/10 - 1986/08,VAUXHALL
