Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
SUZUKI AN BURGMAN AN 400 Burgman Type S (WVBW),,24 kW / 33 HP,385 ccm,1 cylinder,4 valves,Petrol,2005/10 - X,SUZUKI
SUZUKI AN BURGMAN AN 400 Burgman (WVBW),,24 kW / 33 HP,385 ccm,1 cylinder,4 valves,Petrol,2003/01 - 2006/12,SUZUKI
SUZUKI AN BURGMAN AN 650 Burgman (AN650),,41 kW / 56 HP,638 ccm,2 cylinders,8 valves,Petrol,2017/01 - X,SUZUKI
SUZUKI AN BURGMAN AN 650 Burgman Executive Comfort Edition,,41 kW / 56 HP,638 ccm,2 cylinders,8 valves,Petrol,2007/12 - 2009/12,SUZUKI
SUZUKI AN BURGMAN AN 650 Burgman Executive (WVBU),,41 kW / 56 HP,638 ccm,2 cylinders,8 valves,Petrol,2003/11 - 2013/12,SUZUKI
SUZUKI AN BURGMAN AN 650 Burgman (WVBU),,41 kW / 56 HP,638 ccm,2 cylinders,8 valves,Petrol,2003/01 - 2004/12,SUZUKI
SUZUKI AN BURGMAN Burgman 125 (BP),,9 kW / 12 HP,125 ccm,1 cylinder,4 valves,Petrol,2006/11 - 2013/12,SUZUKI
SUZUKI AN BURGMAN Burgman 200,,14 kW / 18 HP,200 ccm,1 cylinder,4 valves,Petrol,2006/11 - 2013/12,SUZUKI
SUZUKI AN BURGMAN Burgman 250 (AN),,17 kW / 23 HP,249 ccm,1 cylinder,4 valves,Petrol,1998/01 - 2001/12,SUZUKI
SUZUKI AN BURGMAN Burgman 250 (BV),,17 kW / 23 HP,249 ccm,1 cylinder,4 valves,Petrol,2003/01 - 2006/01,SUZUKI
SUZUKI AN BURGMAN Burgman 400 Comfort Edition,,25 kW / 34 HP,400 ccm,1 cylinder,4 valves,Petrol,2007/12 - 2009/12,SUZUKI
SUZUKI AN BURGMAN Burgman 400 (WVCG),,25 kW / 34 HP,400 ccm,1 cylinder,4 valves,Petrol,2006/11 - 2013/12,SUZUKI
SUZUKI AN BURGMAN Burgman 400 Z (WVCG),,25 kW / 34 HP,385 ccm,1 cylinder,4 valves,Petrol,2009/02 - 2013/12,SUZUKI
SUZUKI AP AP 50,,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,1994/01 - 1999/12,SUZUKI
SUZUKI AY AY 50 Katana,,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,1996/10 - 2001/12,SUZUKI
SUZUKI AY AY 50 Katana (AA),,2 kW / 3 HP,49 ccm,1 cylinder,? valves,Mixture,2000/10 - 2004/12,SUZUKI
SUZUKI AY AY 50 W Katana,,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,1996/10 - 2004/12,SUZUKI
SUZUKI AY AY 50 WR Katana,,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,1997/10 - 2004/12,SUZUKI
SUZUKI BALENO (EG) 1.3 i 16V (SY413),G13BB,63 kW / 85 HP,1298 ccm,4 cylinders,16 valves,Petrol,1995/07 - 2002/05,SUZUKI
SUZUKI BALENO (EG) 1.3 (SY413),G13BA,52 kW / 71 HP,1298 ccm,4 cylinders,8 valves,Petrol,1996/09 - 2002/05,SUZUKI
SUZUKI BALENO (EG) 1.6 i 16V 4x4 (SY416),G16B,72 kW / 98 HP,1590 ccm,4 cylinders,16 valves,Petrol,1995/07 - 2002/05,SUZUKI
SUZUKI BALENO (EG) 1.6 i 16V (SY416),G16B,72 kW / 98 HP,1590 ccm,4 cylinders,16 valves,Petrol,1995/07 - 2002/05,SUZUKI
SUZUKI BALENO (EG) 1.8 GTX (SY418),J18A,89 kW / 121 HP,1839 ccm,4 cylinders,16 valves,Petrol,1996/03 - 2002/05,SUZUKI
SUZUKI BALENO (EG) 1.9 TD (SY419),"DHV (XUD9BSD), DHW (XUD9SD)",55 kW / 75 HP,1905 ccm,4 cylinders,8 valves,Diesel,1998/04 - 2002/05,SUZUKI
SUZUKI BALENO Estate (EG) 1.3 16V (SY413),G13BB,63 kW / 86 HP,1298 ccm,4 cylinders,16 valves,Petrol,1997/03 - 2002/05,SUZUKI
SUZUKI BALENO Estate (EG) 1.6 i 16V 4x4 (SY416),G16B,72 kW / 98 HP,1590 ccm,4 cylinders,16 valves,Petrol,1996/08 - 2002/05,SUZUKI
SUZUKI BALENO Estate (EG) 1.6 i 16V 4x4 (SY416),G16B,73 kW / 99 HP,1590 ccm,4 cylinders,16 valves,Petrol,1996/08 - 2002/05,SUZUKI
SUZUKI BALENO Estate (EG) 1.6 i 16V (SY416),G16B,72 kW / 98 HP,1590 ccm,4 cylinders,16 valves,Petrol,1996/08 - 2002/05,SUZUKI
SUZUKI BALENO Estate (EG) 1.6 i 16V (SY416),G16B,73 kW / 99 HP,1590 ccm,4 cylinders,16 valves,Petrol,1996/08 - 2002/05,SUZUKI
SUZUKI BALENO Estate (EG) 1.8 i 16V (SY418),J18A,89 kW / 121 HP,1839 ccm,4 cylinders,16 valves,Petrol,1996/08 - 2002/05,SUZUKI
SUZUKI BALENO Estate (EG) 1.9 TD (SY419),"DHV (XUD9BSD), DHW (XUD9SD)",55 kW / 75 HP,1905 ccm,4 cylinders,8 valves,Diesel,1998/04 - 2002/05,SUZUKI
"SUZUKI BALENO (FW, EW) 1.0 (A1K310)",K10C-T,82 kW / 112 HP,998 ccm,3 cylinders,12 valves,Petrol,2016/02 - X,SUZUKI
"SUZUKI BALENO (FW, EW) 1.2 (A1K412)",K12C,66 kW / 90 HP,1242 ccm,4 cylinders,16 valves,Petrol,2016/02 - X,SUZUKI
"SUZUKI BALENO (FW, EW) 1.2 Hybrid (A1K412)",K12C,66 kW / 90 HP,1242 ccm,4 cylinders,16 valves,Petrol/Electric,2016/02 - X,SUZUKI
SUZUKI BALENO Hatchback (EG) 1.3 i 16V (SY413),G13BB,63 kW / 85 HP,1298 ccm,4 cylinders,16 valves,Petrol,1995/07 - 2002/05,SUZUKI
SUZUKI BALENO Hatchback (EG) 1.3 (SY413),G13BA,52 kW / 71 HP,1298 ccm,4 cylinders,8 valves,Petrol,1996/09 - 2002/05,SUZUKI
SUZUKI BALENO Hatchback (EG) 1.6 i 16V 4x4 (SY416),G16B,72 kW / 98 HP,1590 ccm,4 cylinders,16 valves,Petrol,1995/07 - 2002/05,SUZUKI
SUZUKI BALENO Hatchback (EG) 1.6 i 16V (SY416),G16B,72 kW / 98 HP,1590 ccm,4 cylinders,16 valves,Petrol,1995/07 - 2002/05,SUZUKI
SUZUKI BALENO Hatchback (EG) 1.8 GTX (SY418),J18A,89 kW / 121 HP,1839 ccm,4 cylinders,16 valves,Petrol,1996/03 - 2002/05,SUZUKI
SUZUKI BALENO Hatchback (EG) 1.9 TD (SY419),DHW (XUD9SD),55 kW / 75 HP,1905 ccm,4 cylinders,8 valves,Diesel,1998/04 - 2002/05,SUZUKI
SUZUKI B-KING B-King (WVCR),,135 kW / 184 HP,1340 ccm,4 cylinders,16 valves,Petrol,2007/08 - 2011/12,SUZUKI
SUZUKI BOULEVARD Boulevard M1500,,59 kW / 80 HP,1462 ccm,2 cylinders,8 valves,Petrol,2010/01 - X,SUZUKI
SUZUKI BOULEVARD Boulevard M800,,39 kW / 53 HP,805 ccm,2 cylinders,8 valves,Petrol,2004/01 - X,SUZUKI
SUZUKI C C 1500 Intruder (C1),,58 kW / 79 HP,1462 ccm,2 cylinders,8 valves,Petrol,2015/06 - X,SUZUKI
SUZUKI C C 1500 Intruder (WVAL),,49 kW / 67 HP,1462 ccm,2 cylinders,8 valves,Petrol,2005/01 - 2007/12,SUZUKI
SUZUKI C C 1500 T Intruder,,58 kW / 79 HP,1462 ccm,2 cylinders,8 valves,Petrol,2013/01 - X,SUZUKI
SUZUKI C C 1800 R Intruder,,84 kW / 114 HP,1783 ccm,2 cylinders,8 valves,Petrol,2008/01 - 2013/12,SUZUKI
SUZUKI C C 1800 RT Intruder (WVCT),,84 kW / 114 HP,1783 ccm,2 cylinders,8 valves,Petrol,2009/01 - 2011/12,SUZUKI
SUZUKI C C 800 Intruder,,35 kW / 48 HP,805 ccm,2 cylinders,8 valves,Petrol,2005/01 - 2008/12,SUZUKI
SUZUKI C C 800 Intruder,,39 kW / 53 HP,805 ccm,2 cylinders,8 valves,Petrol,2005/01 - 2008/12,SUZUKI
SUZUKI C C 800 Intruder,,39 kW / 53 HP,805 ccm,2 cylinders,8 valves,Petrol,2009/01 - X,SUZUKI
SUZUKI CAPPUCCINO (EE) 0.7 (SX306),F6A,47 kW / 64 HP,657 ccm,3 cylinders,12 valves,Petrol,1992/02 - 1995/08,SUZUKI
SUZUKI CAPPUCCINO (EE) 0.7 (SX306),F6A,47 kW / 64 HP,657 ccm,3 cylinders,12 valves,Petrol,1995/08 - 1998/08,SUZUKI
SUZUKI CARRY Bus 1.3,G13BB,57 kW / 77 HP,1298 ccm,4 cylinders,16 valves,Petrol,1999/03 - 2006/12,SUZUKI
SUZUKI CARRY Bus (0S) 0.8,F8A,27 kW / 37 HP,797 ccm,4 cylinders,8 valves,Petrol,1981/03 - 1985/03,SUZUKI
SUZUKI CARRY Platform/Chassis 1.0,F10A,30 kW / 41 HP,970 ccm,4 cylinders,8 valves,Petrol,1992/08 - 1999/01,SUZUKI
SUZUKI CARRY Platform/Chassis 1.0 (DA21T),F10A,33 kW / 45 HP,970 ccm,4 cylinders,8 valves,Petrol,1985/07 - 1990/12,SUZUKI
SUZUKI CARRY Platform/Chassis (0S) 0.8 (ST90),F8A,27 kW / 37 HP,797 ccm,4 cylinders,8 valves,Petrol,1980/11 - 1985/03,SUZUKI
"SUZUKI CARRY Platform/Chassis (FD, DA5_T, DA6_T) 1.3",G13BB,56 kW / 76 HP,1298 ccm,4 cylinders,16 valves,Petrol,2000/10 - 2004/09,SUZUKI
"SUZUKI CARRY Platform/Chassis (FD, DA5_T, DA6_T) 1.3 4x4 (DA32T)",G13BB,58 kW / 79 HP,1298 ccm,4 cylinders,16 valves,Petrol,2000/10 - 2005/07,SUZUKI
SUZUKI CARRY Van 1.0,F10A,29 kW / 39 HP,970 ccm,4 cylinders,8 valves,Petrol,1996/11 - 1999/03,SUZUKI
SUZUKI CARRY Van (0S) 0.8 (ST90),F8A,27 kW / 37 HP,797 ccm,4 cylinders,8 valves,Petrol,1980/11 - 1985/10,SUZUKI
"SUZUKI CARRY Van (ED) 1.0 (DA21, SK410)",F10A,33 kW / 45 HP,970 ccm,4 cylinders,8 valves,Petrol,1985/07 - 1990/12,SUZUKI
SUZUKI CARRY Van (FD) 1.3 16 V (DA32V),G13BB,58 kW / 79 HP,1298 ccm,4 cylinders,16 valves,Petrol,2000/03 - X,SUZUKI
SUZUKI CELERIO (LF) 1.0 (AVK310),"K10B, K10C",50 kW / 68 HP,998 ccm,3 cylinders,12 valves,Petrol,2014/03 - X,SUZUKI
SUZUKI CP CP 50,,2 kW / 3 HP,48 ccm,1 cylinder,? valves,Mixture,1991/01 - X,SUZUKI
SUZUKI CP CP 50 (CA14E),,3 kW / 4 HP,49 ccm,1 cylinder,? valves,Mixture,1991/01 - 1994/12,SUZUKI
SUZUKI DL DL 1000 V-Strom,,74 kW / 101 HP,1037 ccm,2 cylinders,8 valves,Petrol,2017/01 - X,SUZUKI
SUZUKI DL DL 1000 V-Strom ABS (DD1),,74 kW / 101 HP,1037 ccm,2 cylinders,8 valves,Petrol,2013/01 - X,SUZUKI
SUZUKI DL DL 1000 V-Strom (WVBS),,72 kW / 98 HP,996 ccm,2 cylinders,8 valves,Petrol,2002/01 - 2007/12,SUZUKI
SUZUKI DL DL 650 V-Strom (C7),,51 kW / 69 HP,645 ccm,2 cylinders,8 valves,Petrol,2015/01 - X,SUZUKI
SUZUKI DL DL 650 V-Strom (C7),,35 kW / 48 HP,645 ccm,2 cylinders,8 valves,Petrol,2015/01 - X,SUZUKI
SUZUKI DL DL 650 V-Strom (WC70),,52 kW / 71 HP,645 ccm,2 cylinders,8 valves,Petrol,2017/01 - X,SUZUKI
SUZUKI DL DL 650 V-Strom (WC71),,35 kW / 48 HP,645 ccm,2 cylinders,8 valves,Petrol,2017/01 - X,SUZUKI
SUZUKI DL DL 650 V-Strom (WVB1),,25 kW / 34 HP,645 ccm,2 cylinders,8 valves,Petrol,2004/01 - X,SUZUKI
SUZUKI DL DL 650 V-Strom (WVB1),,49 kW / 67 HP,645 ccm,2 cylinders,8 valves,Petrol,2004/01 - 2013/12,SUZUKI
SUZUKI DR DR 125 S,,7 kW / 10 HP,124 ccm,1 cylinder,2 valves,Petrol,1991/01 - X,SUZUKI
SUZUKI DR DR 125 SE,,9 kW / 12 HP,125 ccm,1 cylinder,2 valves,Petrol,1997/01 - 2000/12,SUZUKI
SUZUKI DR DR 125 SE (SF44A),,9 kW / 12 HP,125 ccm,1 cylinder,2 valves,Petrol,1991/01 - 1996/12,SUZUKI
SUZUKI DR DR 125 SM,,8 kW / 11 HP,125 ccm,1 cylinder,2 valves,Petrol,2008/01 - 2010/12,SUZUKI
SUZUKI DR DR 125 S (SF43B),,9 kW / 12 HP,125 ccm,1 cylinder,2 valves,Petrol,1991/01 - 1994/12,SUZUKI
SUZUKI DR DR 250 S (SJ 42 A),,13 kW / 18 HP,246 ccm,1 cylinder,4 valves,Petrol,1985/01 - X,SUZUKI
SUZUKI DR DR 350 (SK 42 B),,20 kW / 27 HP,349 ccm,1 cylinder,4 valves,Petrol,1989/01 - 1993/12,SUZUKI
SUZUKI DR DR 350 (SK 42 B),,22 kW / 30 HP,349 ccm,1 cylinder,4 valves,Petrol,1989/01 - 1997/12,SUZUKI
SUZUKI DR DR 500,,20 kW / 27 HP,495 ccm,1 cylinder,4 valves,Petrol,1981/01 - 1982/12,SUZUKI
SUZUKI DR DR 500 S,,20 kW / 27 HP,495 ccm,1 cylinder,4 valves,Petrol,1982/01 - 1984/12,SUZUKI
SUZUKI DR DR 600 R (SN41A),,20 kW / 27 HP,589 ccm,1 cylinder,4 valves,Petrol,1985/01 - 1989/12,SUZUKI
SUZUKI DR DR 600 R (SN41A),,33 kW / 45 HP,589 ccm,1 cylinder,4 valves,Petrol,1985/01 - 1989/12,SUZUKI
SUZUKI DR DR 600 S (SN41A),,20 kW / 27 HP,589 ccm,1 cylinder,4 valves,Petrol,1985/01 - 1989/12,SUZUKI
SUZUKI DR DR 600 S (SN41A),,33 kW / 45 HP,589 ccm,1 cylinder,4 valves,Petrol,1985/01 - 1989/12,SUZUKI
SUZUKI DR DR 650 R Dakar,,20 kW / 27 HP,641 ccm,1 cylinder,4 valves,Petrol,1992/01 - X,SUZUKI
SUZUKI DR DR 650 R Dakar (SP41B),,20 kW / 27 HP,641 ccm,1 cylinder,4 valves,Petrol,1989/01 - 1991/12,SUZUKI
SUZUKI DR DR 650 R Dakar (SP41B),,33 kW / 45 HP,641 ccm,1 cylinder,4 valves,Petrol,1989/01 - 1991/12,SUZUKI
SUZUKI DR DR 650 R Dakar (SP44B),,25 kW / 34 HP,641 ccm,1 cylinder,4 valves,Petrol,1992/01 - 1994/12,SUZUKI
SUZUKI DR DR 650 R Dakar (SP44B),,33 kW / 45 HP,641 ccm,1 cylinder,4 valves,Petrol,1992/01 - 1994/12,SUZUKI
SUZUKI DR DR 650 RE (SP 45B),,33 kW / 45 HP,641 ccm,1 cylinder,4 valves,Petrol,1993/01 - 1995/12,SUZUKI
SUZUKI DR DR 650 RE (SP45B),,25 kW / 34 HP,641 ccm,1 cylinder,4 valves,Petrol,1993/01 - 1995/12,SUZUKI
SUZUKI DR DR 650 RSE (SP43B),,20 kW / 27 HP,641 ccm,1 cylinder,4 valves,Petrol,1991/01 - 1996/12,SUZUKI
SUZUKI DR DR 650 RSE (SP43B),,25 kW / 34 HP,641 ccm,1 cylinder,4 valves,Petrol,1991/01 - 1996/12,SUZUKI
SUZUKI DR DR 650 RSE (SP43B),,33 kW / 45 HP,641 ccm,1 cylinder,4 valves,Petrol,1991/01 - 1996/12,SUZUKI
SUZUKI DR DR 650 RS (SP42B),,20 kW / 27 HP,641 ccm,1 cylinder,4 valves,Petrol,1989/01 - 1991/12,SUZUKI
SUZUKI DR DR 650 RS (SP42B),,25 kW / 34 HP,641 ccm,1 cylinder,4 valves,Petrol,1990/01 - 1991/12,SUZUKI
SUZUKI DR DR 650 RS (SP42B),,33 kW / 45 HP,641 ccm,1 cylinder,4 valves,Petrol,1989/01 - 1991/12,SUZUKI
SUZUKI DR DR 650 RS (SP42B),,34 kW / 46 HP,641 ccm,1 cylinder,4 valves,Petrol,1990/01 - 1991/12,SUZUKI
SUZUKI DR DR 650 S,,34 kW / 46 HP,644 ccm,1 cylinder,4 valves,Petrol,1996/01 - 1996/12,SUZUKI
SUZUKI DR DR 650 SE (SP46B),,25 kW / 34 HP,644 ccm,1 cylinder,4 valves,Petrol,1996/01 - 2000/12,SUZUKI
SUZUKI DR DR 650 SE (SP46B),,32 kW / 44 HP,644 ccm,1 cylinder,4 valves,Petrol,1994/01 - 2000/12,SUZUKI
SUZUKI DR DR 800 (SR42B),,20 kW / 27 HP,779 ccm,1 cylinder,4 valves,Petrol,1990/01 - 1990/12,SUZUKI
SUZUKI DR DR 800 (SR42B),,37 kW / 50 HP,779 ccm,1 cylinder,4 valves,Petrol,1990/01 - X,SUZUKI
SUZUKI DR DR 800 (SR43B),,20 kW / 27 HP,779 ccm,1 cylinder,4 valves,Petrol,1991/01 - 1993/12,SUZUKI
SUZUKI DR DR 800 (SR43B),,25 kW / 34 HP,779 ccm,1 cylinder,4 valves,Petrol,1995/01 - 1999/12,SUZUKI
SUZUKI DR DR 800 (SR43B),,37 kW / 50 HP,779 ccm,1 cylinder,4 valves,Petrol,1995/01 - 1999/12,SUZUKI
SUZUKI DR DR Big 750 (SR41B),,20 kW / 27 HP,727 ccm,1 cylinder,4 valves,Petrol,1988/01 - X,SUZUKI
SUZUKI DR DR Big 750 (SR41B),,37 kW / 50 HP,727 ccm,1 cylinder,4 valves,Petrol,1988/01 - X,SUZUKI
SUZUKI DR-Z DR-Z 125 L,,9 kW / 12 HP,124 ccm,1 cylinder,2 valves,Petrol,2003/01 - X,SUZUKI
SUZUKI DR-Z DR-Z 400 E,,29 kW / 40 HP,398 ccm,1 cylinder,4 valves,Petrol,2000/01 - 2015/12,SUZUKI
SUZUKI DR-Z DR-Z 400 E (WVBF),,36 kW / 49 HP,398 ccm,1 cylinder,4 valves,Petrol,2000/01 - 2015/12,SUZUKI
SUZUKI DR-Z DR-Z 400 SM (WVB8),,29 kW / 40 HP,398 ccm,1 cylinder,4 valves,Petrol,2000/01 - 2015/12,SUZUKI
SUZUKI DR-Z DR-Z 400 S (WVBC),,29 kW / 39 HP,398 ccm,1 cylinder,4 valves,Petrol,2000/01 - 2015/12,SUZUKI
SUZUKI GLADIUS Gladius 650 (WVCX),,53 kW / 72 HP,645 ccm,2 cylinders,8 valves,Petrol,2009/01 - 2015/12,SUZUKI
SUZUKI GN GN 125 Classic (NF41A),,7 kW / 9 HP,125 ccm,1 cylinder,2 valves,Petrol,1999/01 - 1999/12,SUZUKI
SUZUKI GN GN 125 Classic (NF41A),,8 kW / 11 HP,125 ccm,1 cylinder,2 valves,Petrol,1999/01 - 1999/12,SUZUKI
SUZUKI GN GN 125 (NF41A),,7 kW / 9 HP,125 ccm,1 cylinder,2 valves,Petrol,1989/01 - 1999/12,SUZUKI
SUZUKI GN GN 125 (NF41A),,8 kW / 11 HP,125 ccm,1 cylinder,2 valves,Petrol,1989/01 - 1999/12,SUZUKI
SUZUKI GN GN 125 (NF41A),,9 kW / 12 HP,125 ccm,1 cylinder,2 valves,Petrol,1989/01 - 1997/12,SUZUKI
SUZUKI GN GN 250 (NJ 42 A),,13 kW / 18 HP,246 ccm,1 cylinder,4 valves,Petrol,1984/01 - 1999/12,SUZUKI
SUZUKI GR GR 650,,37 kW / 50 HP,647 ccm,2 cylinders,4 valves,Petrol,1983/01 - 1989/12,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 1.6 4x4 (SQ416)",G16B,69 kW / 94 HP,1590 ccm,4 cylinders,16 valves,Petrol,1998/03 - 2003/07,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 1.6 4x4 (SQ416)",G16B,71 kW / 97 HP,1590 ccm,4 cylinders,16 valves,Petrol,2003/09 - 2005/09,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.0 4x4 (SQ 420)",J20A,103 kW / 140 HP,1995 ccm,4 cylinders,16 valves,Petrol,1998/04 - 2005/08,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.0 4x4 (SQ 420)",J20A,97 kW / 132 HP,1995 ccm,4 cylinders,16 valves,Petrol,1998/08 - 2000/12,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.0 4x4 (TA52, TL52, SQ420)",J20A,94 kW / 128 HP,1995 ccm,4 cylinders,16 valves,Petrol,1998/03 - 2003/07,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.0 HDI 110 16V 4x4 (SQ 420D, TD83V)",RHW,80 kW / 109 HP,1997 ccm,4 cylinders,16 valves,Diesel,2001/07 - 2005/09,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.0 HDI 110 4x4 (SQ 420D, TD82V)",RHZ,80 kW / 109 HP,1997 ccm,4 cylinders,8 valves,Diesel,2001/02 - 2003/12,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.0 TD 4x4 (SQ 420D)",RF,64 kW / 87 HP,1998 ccm,4 cylinders,8 valves,Diesel,1998/03 - 2003/07,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.0 TD 4x4 (SQ 420D)",RFM,63 kW / 86 HP,1998 ccm,4 cylinders,8 valves,Diesel,2000/04 - 2005/09,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.5 V6 24V 4x4 (SQ 625)",H 25 A,116 kW / 158 HP,2493 ccm,6 cylinders,24 valves,Petrol,2001/04 - 2003/07,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.5 V6 24V 4x4 (TD62, SQ625)",H 25 A,106 kW / 144 HP,2493 ccm,6 cylinders,24 valves,Petrol,1998/04 - 2003/07,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.7 4x4 (JA 627)",H 27 A,127 kW / 173 HP,2736 ccm,6 cylinders,24 valves,Petrol,2001/09 - 2003/07,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.7 4x4 (TX92, JA627)",H 27 A,135 kW / 184 HP,2736 ccm,6 cylinders,24 valves,Petrol,2003/04 - 2003/07,SUZUKI
"SUZUKI GRAND VITARA I (FT, HT) 2.7 (JA 627)",H 27 A,135 kW / 184 HP,2736 ccm,6 cylinders,24 valves,Petrol,2003/09 - 2006/08,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 1.6 All-wheel Drive (JB416)",M16A,78 kW / 106 HP,1586 ccm,4 cylinders,16 valves,Petrol,2005/04 - 2015/02,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 1.6 All-wheel Drive (TA74, JB416)",M16A,73 kW / 99 HP,1586 ccm,4 cylinders,16 valves,Petrol,2005/09 - 2015/02,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 1.6 (JB416)",M16A,78 kW / 106 HP,1586 ccm,4 cylinders,16 valves,Petrol,2005/10 - X,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 1.9 DDiS All-wheel Drive (JT419, TD44, JB419WD, JB419XD,...","F9QB, F9QC",95 kW / 129 HP,1870 ccm,4 cylinders,8 valves,Diesel,2005/10 - 2015/02,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 1.9 DDiS (JB419WD, JB419XD)",F9QB,95 kW / 129 HP,1870 ccm,4 cylinders,8 valves,Diesel,2006/03 - 2008/08,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 2.0 All-wheel Drive (TD54, JB420)",J20A,103 kW / 140 HP,1995 ccm,4 cylinders,16 valves,Petrol,2005/10 - 2015/02,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 2.0 (JB420)",J20A,103 kW / 140 HP,1995 ccm,4 cylinders,16 valves,Petrol,2005/10 - 2015/02,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 2.4 All-wheel Drive (JB424)",J24B,124 kW / 169 HP,2393 ccm,4 cylinders,16 valves,Petrol,2009/01 - X,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 2.4 All-wheel Drive (JT424, JB424)",J24B,122 kW / 166 HP,2393 ccm,4 cylinders,16 valves,Petrol,2009/01 - X,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 2.7 All-wheel Drive (JB627)",H 27 A,138 kW / 188 HP,2737 ccm,6 cylinders,24 valves,Petrol,2005/04 - 2008/08,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 2.7 All-wheel Drive (JB627, TD94V)",H 27 A,136 kW / 185 HP,2737 ccm,6 cylinders,24 valves,Petrol,2007/01 - 2008/12,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 2.7 (JB627)",H 27 A,138 kW / 188 HP,2736 ccm,6 cylinders,24 valves,Petrol,2005/09 - 2008/12,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 3.2 All-wheel Drive (JB632)",N32A,165 kW / 224 HP,3195 ccm,6 cylinders,24 valves,Petrol,2008/06 - 2015/02,SUZUKI
"SUZUKI GRAND VITARA II (JT, TE, TD) 3.2 All-wheel Drive (TDB4, JT632, JB632)",N32A,171 kW / 233 HP,3195 ccm,6 cylinders,24 valves,Petrol,2009/01 - 2015/02,SUZUKI
SUZUKI GRAND VITARA I Open Off-Road Vehicle (GT) 1.6 4x4 (SQ416),G16B,69 kW / 94 HP,1590 ccm,4 cylinders,16 valves,Petrol,1998/03 - 2003/07,SUZUKI
SUZUKI GRAND VITARA I Open Off-Road Vehicle (GT) 2.0 4x4 (SQ 420),J20A,94 kW / 128 HP,1995 ccm,4 cylinders,16 valves,Petrol,1998/03 - 2003/07,SUZUKI
SUZUKI GS GS 1000 D/E,,66 kW / 90 HP,997 ccm,4 cylinders,8 valves,Petrol,1978/01 - 1980/12,SUZUKI
SUZUKI GS GS 1000 G,,67 kW / 91 HP,997 ccm,4 cylinders,8 valves,Petrol,1980/01 - 1981/12,SUZUKI
SUZUKI GS GS 1000 GL,,67 kW / 91 HP,997 ccm,4 cylinders,8 valves,Petrol,1980/01 - 1981/12,SUZUKI
SUZUKI GS GS 1000 L,,66 kW / 90 HP,997 ccm,4 cylinders,8 valves,Petrol,1979/01 - 1980/12,SUZUKI
SUZUKI GS GS 1000 S,,66 kW / 90 HP,997 ccm,4 cylinders,8 valves,Petrol,1979/01 - 1980/12,SUZUKI
SUZUKI GS GS 1100 G (GU71A),,69 kW / 94 HP,1067 ccm,4 cylinders,16 valves,Petrol,1986/01 - 1988/12,SUZUKI
SUZUKI GS GS 125 E,,8 kW / 10 HP,124 ccm,1 cylinder,2 valves,Petrol,1991/01 - 1999/12,SUZUKI
SUZUKI GS GS 125 S (AW),,8 kW / 10 HP,124 ccm,1 cylinder,2 valves,Petrol,1991/01 - 1991/12,SUZUKI
SUZUKI GS GS 400,,20 kW / 27 HP,398 ccm,2 cylinders,4 valves,Petrol,1976/01 - 1983/12,SUZUKI
SUZUKI GS GS 400,,26 kW / 35 HP,398 ccm,2 cylinders,4 valves,Petrol,1976/01 - 1983/12,SUZUKI
SUZUKI GS GS 450 E/EU (GL51F),,20 kW / 27 HP,448 ccm,2 cylinders,4 valves,Petrol,1985/01 - 1989/12,SUZUKI
