Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
SOLARIS URBINO II Urbino 12,ISBe6-280B,206 kW / 280 HP,6690 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 12,ISL G 320,235 kW / 320 HP,8849 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 12,MX-11 210,210 kW / 286 HP,10837 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 12,MX-11 240,240 kW / 326 HP,10837 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 12,MX-11 271,271 kW / 368 HP,10837 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 12,PR 183 S,183 kW / 249 HP,9187 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 12.9,ISBe6-250B,187 kW / 250 HP,6690 ccm,? cylinders,? valves,,2013/12 - X,SOLARIS
SOLARIS URBINO II Urbino 12.9,ISBe6-280B,206 kW / 280 HP,6690 ccm,? cylinders,? valves,,2013/12 - X,SOLARIS
SOLARIS URBINO II Urbino 12.9,MX-11 210,210 kW / 286 HP,10837 ccm,? cylinders,? valves,,2013/12 - X,SOLARIS
SOLARIS URBINO II Urbino 12.9,MX-11 240,240 kW / 326 HP,10837 ccm,? cylinders,? valves,,2013/12 - X,SOLARIS
SOLARIS URBINO II Urbino 12.9,MX-11 271,271 kW / 368 HP,10837 ccm,? cylinders,? valves,,2013/12 - X,SOLARIS
SOLARIS URBINO II Urbino 12 CNG,F2BE0642A,200 kW / 272 HP,7790 ccm,? cylinders,? valves,,2008/02 - X,SOLARIS
SOLARIS URBINO II Urbino 12 CNG,F2BE0642F,213 kW / 290 HP,7790 ccm,? cylinders,? valves,,2008/02 - X,SOLARIS
SOLARIS URBINO II Urbino 15,ISL G 320,235 kW / 320 HP,8849 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 15,MX-11 240,240 kW / 326 HP,10837 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 15,MX-11 271,271 kW / 368 HP,10837 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 15,PR 228 S,228 kW / 310 HP,9187 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 15,PR 265 S,265 kW / 360 HP,9187 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 15,ISLe4 340,250 kW / 340 HP,8849 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 15 CNG,F2BE0642A,200 kW / 272 HP,7790 ccm,? cylinders,? valves,,2008/02 - X,SOLARIS
SOLARIS URBINO II Urbino 15 CNG,F2BE0642F,213 kW / 290 HP,7790 ccm,? cylinders,? valves,,2008/02 - X,SOLARIS
SOLARIS URBINO II Urbino 18,PR 228 S,228 kW / 310 HP,9187 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 18,PR 265 S,265 kW / 360 HP,9187 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 18,ISLe4 340,250 kW / 340 HP,8849 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 18,ISL G 320,235 kW / 320 HP,8849 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 18,MX-11 240,240 kW / 326 HP,10837 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 18,MX-11 271,271 kW / 368 HP,10837 ccm,? cylinders,? valves,,2012/01 - X,SOLARIS
SOLARIS URBINO II Urbino 18 CNG,,220 kW / 299 HP,7790 ccm,? cylinders,? valves,,2008/02 - X,SOLARIS
SOLARIS URBINO II Urbino 18 HYBRID,ISLe4 340,250 kW / 340 HP,8849 ccm,? cylinders,? valves,,2006/10 - X,SOLARIS
SOLARIS URBINO II Urbino 18 HYBRID,ISBe4-250,184 kW / 250 HP,6690 ccm,? cylinders,? valves,,2008/02 - X,SOLARIS
SOLARIS VACANZA Vacanza 12,MX 300,300 kW / 408 HP,12900 ccm,? cylinders,? valves,,2005/10 - X,SOLARIS
SOLARIS VACANZA Vacanza 12,XE 250 C,250 kW / 340 HP,12580 ccm,? cylinders,? valves,,2002/06 - 2006/12,SOLARIS
SOLARIS VACANZA Vacanza 12,XE 315 C,315 kW / 428 HP,12580 ccm,? cylinders,? valves,,2003/10 - 2006/12,SOLARIS
SOLARIS VACANZA Vacanza 12,XE 280 C,280 kW / 381 HP,12580 ccm,? cylinders,? valves,,2002/06 - 2006/12,SOLARIS
SOLARIS VACANZA Vacanza 13,MX 300,300 kW / 408 HP,12900 ccm,? cylinders,? valves,,2005/10 - X,SOLARIS
SOLARIS VACANZA Vacanza 13,XE 315 C,315 kW / 428 HP,12580 ccm,? cylinders,? valves,,2003/10 - 2006/12,SOLARIS
SPECTRE R42 4.6,6G-839AA,261 kW / 355 HP,4601 ccm,8 cylinders,32 valves,Petrol,1995/06 - 1997/12,SPECTRE
SPECTRE R45 4.6,6G-839AA,261 kW / 355 HP,4601 ccm,8 cylinders,32 valves,Petrol,1995/06 - 1997/12,SPECTRE
SPYKER C12 Coupe Zagato,BHT,368 kW / 500 HP,5998 ccm,12 cylinders,48 valves,Petrol,2007/12 - X,SPYKER
SPYKER C8 Aileron 4.2,BFM,298 kW / 405 HP,4172 ccm,8 cylinders,40 valves,Petrol,2010/04 - X,SPYKER
SPYKER C8 Coupe 4.2,BFM,298 kW / 405 HP,4172 ccm,8 cylinders,40 valves,Petrol,2000/04 - X,SPYKER
SPYKER C8 Coupe 4.2 Preliator,BFMS,386 kW / 525 HP,4172 ccm,8 cylinders,40 valves,Petrol,2016/03 - X,SPYKER
SPYKER C8 Spyder 4.2,BFM,298 kW / 405 HP,4172 ccm,8 cylinders,40 valves,Petrol,2000/04 - X,SPYKER
SSANGYONG ACTYON I 200 Xdi 4WD,D20DT,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Diesel,2007/07 - 2013/06,SSANGYONG
SSANGYONG ACTYON I 200 Xdi 4WD,D20DT,104 kW / 141 HP,1998 ccm,4 cylinders,16 valves,Diesel,2006/10 - X,SSANGYONG
SSANGYONG ACTYON I 2.0 Xdi,D20DT,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Diesel,2007/07 - 2013/06,SSANGYONG
SSANGYONG ACTYON I 2.0 Xdi,D20DT,104 kW / 141 HP,1998 ccm,4 cylinders,16 valves,Diesel,2005/11 - X,SSANGYONG
SSANGYONG ACTYON I 2.3,G23D,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2006/11 - X,SSANGYONG
SSANGYONG ACTYON I 2.3 4x4,G23D,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2006/11 - X,SSANGYONG
SSANGYONG ACTYON II 2.0 4x4,G20,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Petrol,2012/08 - X,SSANGYONG
SSANGYONG ACTYON II 2.0 XDi,D20DTF,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2012/08 - X,SSANGYONG
SSANGYONG ACTYON II 2.0 XDi,D20DTR,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Diesel,2012/08 - X,SSANGYONG
SSANGYONG ACTYON II 2.0 XDi 4x4,D20DTF,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2012/08 - X,SSANGYONG
SSANGYONG ACTYON II 2.0 XDi 4x4,D20DTF,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Diesel,2013/03 - X,SSANGYONG
SSANGYONG ACTYON SPORTS II 2.0 Xdi,D20DTR,114 kW / 155 HP,1998 ccm,4 cylinders,16 valves,Diesel,2012/01 - X,SSANGYONG
SSANGYONG ACTYON SPORTS II 2.2 Xdi,D22DTR(672.980),131 kW / 178 HP,2157 ccm,4 cylinders,16 valves,Diesel,2015/07 - X,SSANGYONG
SSANGYONG ACTYON SPORTS II 2.2 Xdi 4WD,D22DTR(672.980),131 kW / 178 HP,2157 ccm,4 cylinders,16 valves,Diesel,2015/07 - X,SSANGYONG
SSANGYONG ACTYON SPORTS I (QJ) 2.0 Xdi,D20DTR,114 kW / 155 HP,1998 ccm,4 cylinders,16 valves,Diesel,2011/09 - X,SSANGYONG
SSANGYONG ACTYON SPORTS I (QJ) 2.0 Xdi,D20DT,104 kW / 141 HP,1998 ccm,4 cylinders,16 valves,Diesel,2007/04 - X,SSANGYONG
SSANGYONG ACTYON SPORTS I (QJ) 2.0 Xdi 4WD,D20DTR,114 kW / 155 HP,1998 ccm,4 cylinders,16 valves,Diesel,2011/09 - X,SSANGYONG
SSANGYONG ACTYON SPORTS I (QJ) 2.0 Xdi 4WD,D20DT,104 kW / 141 HP,1998 ccm,4 cylinders,16 valves,Diesel,2007/04 - X,SSANGYONG
SSANGYONG CHAIRMAN (HT_) 3.2,M 104.992,162 kW / 220 HP,3197 ccm,6 cylinders,24 valves,Petrol,1997/07 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.5,G15DTF(175.950),110 kW / 150 HP,1497 ccm,4 cylinders,16 valves,Petrol,2021/02 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.5 4WD,G15DTF(175.950),110 kW / 150 HP,1497 ccm,4 cylinders,16 valves,Petrol,2021/02 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.5 e-XGDi,G15DTF(175.950),120 kW / 163 HP,1497 ccm,4 cylinders,16 valves,Petrol,2019/02 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.5 e-XGDi 4WD,G15DTF(175.950),120 kW / 163 HP,1497 ccm,4 cylinders,16 valves,Petrol,2019/02 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.5 LPG,G15DTF(175.950),120 kW / 163 HP,1497 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2023/03 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.5 LPG 4WD,G15DTF(175.950),120 kW / 163 HP,1497 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2023/03 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.6 e-XDi,D16DTF,100 kW / 136 HP,1597 ccm,4 cylinders,16 valves,Diesel,2019/02 - X,SSANGYONG
SSANGYONG KORANDO (C300) 1.6 e-XDi 4WD,D16DTF,100 kW / 136 HP,1597 ccm,4 cylinders,16 valves,Diesel,2019/02 - X,SSANGYONG
SSANGYONG KORANDO (C300) E-Motion,,140 kW / 190 HP,? ccm,? cylinders,? valves,Electric,2022/07 - X,SSANGYONG
SSANGYONG KORANDO Cabrio (KJ) 2.3,E23M161,103 kW / 140 HP,2295 ccm,4 cylinders,16 valves,Petrol,1997/11 - 2000/02,SSANGYONG
SSANGYONG KORANDO Cabrio (KJ) 2.3,M 161.970,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2002/01 - 2006/06,SSANGYONG
SSANGYONG KORANDO Cabrio (KJ) 2.3,E23M161,105 kW / 143 HP,2295 ccm,4 cylinders,16 valves,Petrol,1999/02 - 2006/11,SSANGYONG
SSANGYONG KORANDO Cabrio (KJ) 2.9 D,MB-OM 662,72 kW / 98 HP,2874 ccm,5 cylinders,10 valves,Diesel,1997/11 - 2000/10,SSANGYONG
SSANGYONG KORANDO Cabrio (KJ) 2.9 TD,OM 662 LA,88 kW / 120 HP,2874 ccm,5 cylinders,10 valves,Diesel,1998/04 - 2000/02,SSANGYONG
SSANGYONG KORANDO Cabrio (KJ) 3.2,M 104.992,162 kW / 220 HP,3199 ccm,6 cylinders,24 valves,Petrol,1997/06 - 2006/11,SSANGYONG
SSANGYONG KORANDO Cabrio (KJ) 3.2,M 104.995,156 kW / 212 HP,3199 ccm,6 cylinders,24 valves,Petrol,1999/01 - 2002/11,SSANGYONG
SSANGYONG KORANDO (CK) 2.0,G20,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Petrol,2012/02 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.0 4WD,G20,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Petrol,2012/02 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.0 e-XDi,D20DTF,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Diesel,2010/11 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.0 e-XDi,"D20DT, D20DTF",110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2012/02 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.0 e-XDi 4WD,D20DTF,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Diesel,2010/11 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.0 e-XDi 4WD,"D20DT, D20DTF",110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2012/02 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.0 e-XGi,G20D,108 kW / 147 HP,1998 ccm,4 cylinders,16 valves,Petrol,2012/02 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.0 e-XGi 4WD,G20D,108 kW / 147 HP,1998 ccm,4 cylinders,16 valves,Petrol,2012/02 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.2 Xdi,D22DTF (672.960),131 kW / 178 HP,2157 ccm,4 cylinders,16 valves,Diesel,2015/07 - X,SSANGYONG
SSANGYONG KORANDO (CK) 2.2 Xdi 4WD,D22DTF (672.960),131 kW / 178 HP,2157 ccm,4 cylinders,16 valves,Diesel,2015/07 - X,SSANGYONG
"SSANGYONG KORANDO (K5, K9) 2.2 D",DC23,50 kW / 68 HP,2238 ccm,4 cylinders,8 valves,Diesel,1988/12 - 1996/12,SSANGYONG
SSANGYONG KORANDO (KJ) 2.0,E20,94 kW / 128 HP,1998 ccm,4 cylinders,8 valves,Petrol,1997/05 - 2002/10,SSANGYONG
SSANGYONG KORANDO (KJ) 2.3,M 111.970,103 kW / 140 HP,2295 ccm,4 cylinders,16 valves,Petrol,1997/05 - 2000/02,SSANGYONG
SSANGYONG KORANDO (KJ) 2.3,M 161.970,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2002/01 - 2006/06,SSANGYONG
SSANGYONG KORANDO (KJ) 2.3,E23M161,105 kW / 143 HP,2295 ccm,4 cylinders,16 valves,Petrol,1999/01 - 2006/11,SSANGYONG
SSANGYONG KORANDO (KJ) 2.3 D (KJ),OM 601.940,58 kW / 79 HP,2299 ccm,4 cylinders,8 valves,Diesel,1996/12 - 1998/06,SSANGYONG
SSANGYONG KORANDO (KJ) 2.3 TDiC 4x4,OM661LA,74 kW / 101 HP,2299 ccm,4 cylinders,8 valves,Diesel,1998/07 - 2006/11,SSANGYONG
SSANGYONG KORANDO (KJ) 2.9 D,MB-OM 662,73 kW / 99 HP,2874 ccm,5 cylinders,10 valves,Diesel,1997/06 - 2000/10,SSANGYONG
SSANGYONG KORANDO (KJ) 2.9 D (KJ),MB-OM 662,72 kW / 98 HP,2874 ccm,5 cylinders,10 valves,Diesel,1996/12 - 2000/10,SSANGYONG
SSANGYONG KORANDO (KJ) 2.9 TD,MB-OM 662 LA,88 kW / 120 HP,2874 ccm,5 cylinders,10 valves,Diesel,1998/04 - 2006/11,SSANGYONG
SSANGYONG KORANDO (KJ) 3.2,M 104.992,162 kW / 220 HP,3199 ccm,6 cylinders,24 valves,Petrol,1997/06 - 2006/11,SSANGYONG
SSANGYONG KORANDO (KJ) 3.2,M 104.995,156 kW / 212 HP,3199 ccm,6 cylinders,24 valves,Petrol,1999/01 - 2000/02,SSANGYONG
SSANGYONG KORANDO (KJ) 3.2 (KJ),M 104.995,154 kW / 209 HP,3199 ccm,6 cylinders,24 valves,Petrol,1996/12 - 2002/11,SSANGYONG
SSANGYONG KORANDO VAN 2.0 e-XDi,D20DTF,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Diesel,2010/11 - X,SSANGYONG
SSANGYONG KORANDO VAN 2.0 e-XDi 4WD,D20DTF,129 kW / 175 HP,1998 ccm,4 cylinders,16 valves,Diesel,2010/11 - X,SSANGYONG
SSANGYONG KORANDO VAN 2.0 e-XGi,G20,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Petrol,2015/07 - X,SSANGYONG
SSANGYONG KORANDO VAN 2.0 e-XGi 4WD,G20,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Petrol,2015/07 - X,SSANGYONG
SSANGYONG KORANDO VAN 2.2 e-XDi,D22DTF (672.960),131 kW / 178 HP,2157 ccm,4 cylinders,16 valves,Diesel,2015/07 - X,SSANGYONG
SSANGYONG KORANDO VAN 2.2 e-XDi 4WD,D22DTF (672.960),131 kW / 178 HP,2157 ccm,4 cylinders,16 valves,Diesel,2015/07 - X,SSANGYONG
SSANGYONG KYRON 2.0 Xdi,D20DT,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Diesel,2010/01 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.0 Xdi,D20DT,104 kW / 141 HP,1998 ccm,4 cylinders,16 valves,Diesel,2005/05 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.0 Xdi,D20DT,101 kW / 137 HP,1998 ccm,4 cylinders,16 valves,Diesel,2005/05 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.0 Xdi 4x4,D20DT,100 kW / 136 HP,1998 ccm,4 cylinders,16 valves,Diesel,2010/01 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.0 Xdi 4x4,D20DT,104 kW / 141 HP,1998 ccm,4 cylinders,16 valves,Diesel,2005/05 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.0 Xdi 4x4,D20DT,101 kW / 138 HP,1998 ccm,4 cylinders,16 valves,Diesel,2005/05 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.3,M 161.970,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2010/01 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.3 4x4,G23D,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2006/11 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.7 Xdi 4x4,D27DT,120 kW / 163 HP,2696 ccm,5 cylinders,20 valves,Diesel,2006/03 - 2014/12,SSANGYONG
SSANGYONG KYRON 2.7 Xdi 4x4,D27DT,121 kW / 165 HP,2696 ccm,5 cylinders,20 valves,Diesel,2005/05 - 2014/12,SSANGYONG
SSANGYONG KYRON 3.2 M320 4x4,G32D,162 kW / 220 HP,3199 ccm,6 cylinders,24 valves,Petrol,2008/03 - 2014/12,SSANGYONG
SSANGYONG MUSSO (FJ) 2.0,E20,93 kW / 126 HP,1998 ccm,4 cylinders,8 valves,Petrol,1996/10 - 2005/05,SSANGYONG
SSANGYONG MUSSO (FJ) 2.3,M 111.970,103 kW / 140 HP,2295 ccm,4 cylinders,16 valves,Petrol,1996/10 - 2002/11,SSANGYONG
SSANGYONG MUSSO (FJ) 2.3,E23M161,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2003/04 - 2006/08,SSANGYONG
SSANGYONG MUSSO (FJ) 2.3 D,"MB-OM 661, OM 601.940",59 kW / 80 HP,2299 ccm,4 cylinders,8 valves,Diesel,1995/10 - 1999/04,SSANGYONG
SSANGYONG MUSSO (FJ) 2.3 D,OM 661.940,58 kW / 79 HP,2299 ccm,4 cylinders,8 valves,Diesel,1993/03 - 1997/04,SSANGYONG
SSANGYONG MUSSO (FJ) 2.3 TDiC All-wheel Drive,OM661LA,74 kW / 101 HP,2299 ccm,4 cylinders,8 valves,Diesel,1997/05 - 2003/10,SSANGYONG
SSANGYONG MUSSO (FJ) 2.9 D,MB-OM 662,73 kW / 99 HP,2874 ccm,5 cylinders,10 valves,Diesel,1996/03 - 1998/11,SSANGYONG
SSANGYONG MUSSO (FJ) 2.9 TD,OM 662 LA,88 kW / 120 HP,2874 ccm,5 cylinders,10 valves,Diesel,1998/04 - 2007/09,SSANGYONG
SSANGYONG MUSSO (FJ) 2.9 TD,OM 662 LA,108 kW / 147 HP,2874 ccm,5 cylinders,10 valves,Diesel,1998/04 - 2005/12,SSANGYONG
SSANGYONG MUSSO (FJ) 3.2,M 104.992,162 kW / 220 HP,3199 ccm,6 cylinders,24 valves,Petrol,1996/06 - 2004/09,SSANGYONG
SSANGYONG MUSSO GRAND 2.2 e-XDi,D22DTR(672.980),133 kW / 181 HP,2157 ccm,4 cylinders,16 valves,Diesel,2019/01 - X,SSANGYONG
SSANGYONG MUSSO GRAND 2.2 e-XDi,D22DTR(672.980),149 kW / 203 HP,2157 ccm,4 cylinders,16 valves,Diesel,2022/04 - X,SSANGYONG
SSANGYONG MUSSO GRAND 2.2 e-XDi 4WD,D22DTR(672.980),133 kW / 181 HP,2157 ccm,4 cylinders,16 valves,Diesel,2019/01 - X,SSANGYONG
SSANGYONG MUSSO GRAND 2.2 e-XDi 4WD,D22DTR(672.980),149 kW / 203 HP,2157 ccm,4 cylinders,16 valves,Diesel,2022/04 - X,SSANGYONG
SSANGYONG MUSSO (QK) 2.2 e-XDi,D22DTR(672.980),133 kW / 181 HP,2157 ccm,4 cylinders,16 valves,Diesel,2018/01 - X,SSANGYONG
SSANGYONG MUSSO (QK) 2.2 e-XDi,D22DTR(672.980),149 kW / 203 HP,2157 ccm,4 cylinders,16 valves,Diesel,2022/04 - X,SSANGYONG
SSANGYONG MUSSO (QK) 2.2 e-XDi 4WD,D22DTR(672.980),133 kW / 181 HP,2157 ccm,4 cylinders,16 valves,Diesel,2018/01 - X,SSANGYONG
SSANGYONG MUSSO (QK) 2.2 e-XDi 4WD,D22DTR(672.980),149 kW / 203 HP,2157 ccm,4 cylinders,16 valves,Diesel,2022/04 - X,SSANGYONG
SSANGYONG MUSSO SPORTS 2.9 D,OM 662 LA,88 kW / 120 HP,2874 ccm,5 cylinders,10 valves,Diesel,2004/08 - 2007/09,SSANGYONG
SSANGYONG MUSSO SPORTS 2.9 D 4x4,OM 662 LA,88 kW / 120 HP,2874 ccm,5 cylinders,10 valves,Diesel,2004/08 - X,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.3 RX230 4x4,G23D,110 kW / 150 HP,2295 ccm,4 cylinders,16 valves,Petrol,2002/05 - 2006/08,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.7 D 4x4,D27DTP,137 kW / 186 HP,2696 ccm,5 cylinders,20 valves,Diesel,2006/06 - X,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.7 Xdi,D27DT,120 kW / 163 HP,2696 ccm,5 cylinders,20 valves,Diesel,2004/08 - X,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.7 Xdi,D27DT,121 kW / 165 HP,2696 ccm,5 cylinders,20 valves,Diesel,2005/03 - 2006/08,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.7 Xdi 4x4,D27DT,118 kW / 160 HP,2696 ccm,5 cylinders,20 valves,Diesel,2011/03 - 2013/04,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.7 Xdi 4x4,D27DT,121 kW / 165 HP,2696 ccm,5 cylinders,20 valves,Diesel,2004/05 - 2012/05,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.7 Xdi Turbo 4x4,D27DTP,132 kW / 180 HP,2696 ccm,5 cylinders,20 valves,Diesel,2008/03 - X,SSANGYONG
SSANGYONG REXTON / REXTON II (GAB_) 2.9 TD,OM 662.925,88 kW / 120 HP,2874 ccm,5 cylinders,10 valves,Diesel,2002/04 - 2006/08,SSANGYONG
