Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
"SUBARU IMPREZA Hatchback (GR, GH, G3) 1.5 AWD",EL154,85 kW / 116 HP,1498 ccm,4 cylinders,16 valves,Petrol,2008/09 - 2011/12,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 1.5 AWD (GH3)",EL15,79 kW / 107 HP,1498 ccm,4 cylinders,16 valves,Petrol,2008/02 - 2012/03,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 1.5 F (GH2)",EL15,79 kW / 107 HP,1498 ccm,4 cylinders,16 valves,Petrol,2007/09 - 2012/03,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.0 AWD (GH7)",EJ204,103 kW / 140 HP,1994 ccm,4 cylinders,16 valves,Petrol,2007/04 - 2009/08,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.0 D AWD",EE20Z,80 kW / 109 HP,1998 ccm,4 cylinders,16 valves,Diesel,2011/01 - 2011/12,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.0 D AWD",EE20Z,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2009/01 - 2012/03,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.0 R AWD (GH7)",EJ204,110 kW / 150 HP,1994 ccm,4 cylinders,16 valves,Petrol,2008/01 - 2012/03,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.0 R BiFuel AWD",EJ204,110 kW / 150 HP,1994 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2009/01 - 2012/03,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.5 AWD",EJ257,228 kW / 310 HP,2457 ccm,4 cylinders,16 valves,Petrol,2010/09 - 2013/08,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.5 AWD (GHE)",EJ255,169 kW / 230 HP,2457 ccm,4 cylinders,16 valves,Petrol,2008/01 - 2011/09,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.5 STI CS400 AWD (GRF)",EJ257,294 kW / 400 HP,2457 ccm,4 cylinders,16 valves,Petrol,2010/04 - 2013/08,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.5 WRX S AWD",EJ255,188 kW / 255 HP,2457 ccm,4 cylinders,16 valves,Petrol,2009/02 - 2010/12,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.5 WRX SE AWD (GRE)",EJ255,195 kW / 265 HP,2457 ccm,4 cylinders,16 valves,Petrol,2010/07 - 2013/08,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.5 WRX STI 330S AWD",EJ257,243 kW / 330 HP,2457 ccm,4 cylinders,16 valves,Petrol,2009/05 - 2010/12,SUBARU
"SUBARU IMPREZA Hatchback (GR, GH, G3) 2.5 WRX STI AWD (GRF)",EJ257,221 kW / 301 HP,2457 ccm,4 cylinders,16 valves,Petrol,2008/01 - 2013/08,SUBARU
SUBARU IMPREZA Hatchback (GT_) 1.6 i AWD (GT3),FB16A,85 kW / 115 HP,1599 ccm,4 cylinders,16 valves,Petrol,2016/10 - X,SUBARU
SUBARU IMPREZA Hatchback (GT_) 1.6 i (GT2),FB16B,85 kW / 115 HP,1599 ccm,4 cylinders,16 valves,Petrol,2016/10 - X,SUBARU
SUBARU IMPREZA Hatchback (GT_) 1.6 i (GT3),FB16A,84 kW / 114 HP,1600 ccm,4 cylinders,16 valves,Petrol,2017/07 - X,SUBARU
SUBARU IMPREZA Hatchback (GT_) 2.0 e-BOXER Hybrid (GTE),FB20W,110 kW / 150 HP,1995 ccm,4 cylinders,16 valves,Petrol/Electric,2019/10 - X,SUBARU
SUBARU IMPREZA Hatchback (GT_) 2.0 i AWD (GT7),FB20C,115 kW / 156 HP,1995 ccm,4 cylinders,16 valves,Petrol,2016/10 - X,SUBARU
SUBARU IMPREZA Saloon (GC) 1.6 i AWD (GC4),EJ16,66 kW / 90 HP,1597 ccm,4 cylinders,16 valves,Petrol,1992/08 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 1.6 i AWD (GC4),EJ161,70 kW / 95 HP,1597 ccm,4 cylinders,16 valves,Petrol,1998/06 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 1.6 i (GC3),EJ16,66 kW / 90 HP,1597 ccm,4 cylinders,16 valves,Petrol,1992/08 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 1.6 i (GC3),EJ161,70 kW / 95 HP,1597 ccm,4 cylinders,16 valves,Petrol,1998/06 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 1.8 i AWD (GC6),"EJ18, EJ18E",76 kW / 103 HP,1820 ccm,4 cylinders,16 valves,Petrol,1992/08 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 1.8 i (GC5),EJ18E,76 kW / 103 HP,1820 ccm,4 cylinders,16 valves,Petrol,1995/11 - 1996/06,SUBARU
SUBARU IMPREZA Saloon (GC) 2.0 AWD (GC8),EJ205P,206 kW / 280 HP,1994 ccm,4 cylinders,16 valves,Petrol,1998/09 - 2000/09,SUBARU
SUBARU IMPREZA Saloon (GC) 2.0 i AWD (GC8),"EJ201, EJ20E",85 kW / 115 HP,1994 ccm,4 cylinders,16 valves,Petrol,1995/10 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 2.0 i AWD (GC8),EJ201,92 kW / 125 HP,1994 ccm,4 cylinders,16 valves,Petrol,1998/06 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 2.0 i (GC7),EJ201,92 kW / 125 HP,1994 ccm,4 cylinders,16 valves,Petrol,1998/09 - 2000/09,SUBARU
SUBARU IMPREZA Saloon (GC) 2.0 i (GC7),EJ20E,85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1996/07 - 1998/08,SUBARU
SUBARU IMPREZA Saloon (GC) 2.0 Turbo GT AWD (GC8),"EJ20G, EJ20 (Turbo)",155 kW / 211 HP,1994 ccm,4 cylinders,16 valves,Petrol,1994/03 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GC) 2.0 Turbo GT AWD (GC8),EJ205,160 kW / 218 HP,1994 ccm,4 cylinders,16 valves,Petrol,1998/06 - 2000/12,SUBARU
SUBARU IMPREZA Saloon (GD) 1.5 AWD (GD3),EL15,77 kW / 105 HP,1498 ccm,4 cylinders,16 valves,Petrol,2006/05 - 2007/03,SUBARU
SUBARU IMPREZA Saloon (GD) 1.5 AWD (GD3),EL15,81 kW / 110 HP,1498 ccm,4 cylinders,16 valves,Petrol,2005/10 - 2007/03,SUBARU
SUBARU IMPREZA Saloon (GD) 1.5 (GD2),"EL15, EL154",74 kW / 101 HP,1498 ccm,4 cylinders,16 valves,Petrol,2001/06 - 2005/09,SUBARU
SUBARU IMPREZA Saloon (GD) 1.5 (GD2),EL15,81 kW / 110 HP,1498 ccm,4 cylinders,16 valves,Petrol,2005/10 - 2007/03,SUBARU
SUBARU IMPREZA Saloon (GD) 1.6,"EJ16, EJ161",70 kW / 95 HP,1597 ccm,4 cylinders,16 valves,Petrol,2001/06 - 2006/09,SUBARU
SUBARU IMPREZA Saloon (GD) 1.6 AWD (GD5),EJ161,70 kW / 95 HP,1597 ccm,4 cylinders,16 valves,Petrol,2000/12 - 2009/06,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 AWD (GDA),EJ20 (Turbo),184 kW / 250 HP,1994 ccm,4 cylinders,16 valves,Petrol,2005/10 - 2007/03,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 i AWD (GD9),EJ201,92 kW / 125 HP,1994 ccm,4 cylinders,16 valves,Petrol,2000/12 - 2009/06,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 i R AWD (GD9),EJ204,118 kW / 160 HP,1994 ccm,4 cylinders,16 valves,Petrol,2005/09 - 2007/03,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 i WRX AWD (GDA),EJ205,168 kW / 228 HP,1994 ccm,4 cylinders,16 valves,Petrol,2002/12 - 2005/09,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 WRX STi AWD,EJ207,235 kW / 320 HP,1994 ccm,4 cylinders,16 valves,Petrol,2004/02 - 2005/07,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 WRX STi AWD (GDB),EJ207,195 kW / 265 HP,1994 ccm,4 cylinders,16 valves,Petrol,2001/11 - 2005/07,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 WRX STi Prodrive Performance Package AWD,EJ207,224 kW / 305 HP,1994 ccm,4 cylinders,16 valves,Petrol,2001/04 - 2002/10,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 WRX Turbo AWD (GDA),EJ205,160 kW / 218 HP,1994 ccm,4 cylinders,16 valves,Petrol,2000/12 - 2005/12,SUBARU
SUBARU IMPREZA Saloon (GD) 2.0 WRX Turbo AWD (GDA),EJ205,165 kW / 225 HP,1994 ccm,4 cylinders,16 valves,Petrol,2002/12 - 2007/03,SUBARU
SUBARU IMPREZA Saloon (GD) 2.5 AWD (GDE),EJ251,130 kW / 177 HP,2457 ccm,4 cylinders,16 valves,Petrol,2001/03 - 2005/09,SUBARU
SUBARU IMPREZA Saloon (GD) 2.5 AWD (GDF),EJ257,221 kW / 300 HP,2457 ccm,4 cylinders,16 valves,Petrol,2005/10 - 2007/03,SUBARU
SUBARU IMPREZA Saloon (GD) 2.5 i AWD (GDE),EJ251,112 kW / 152 HP,2457 ccm,4 cylinders,16 valves,Petrol,2002/12 - 2005/09,SUBARU
SUBARU IMPREZA Saloon (GD) 2.5 i WRX AWD (GDG),EJ255,169 kW / 230 HP,2457 ccm,4 cylinders,16 valves,Petrol,2005/09 - 2008/12,SUBARU
SUBARU IMPREZA Saloon (GD) 2.5 WRX STi AWD (GDF),EJ257,206 kW / 280 HP,2457 ccm,4 cylinders,16 valves,Petrol,2005/09 - 2007/12,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 1.5",EL15,79 kW / 107 HP,1498 ccm,4 cylinders,16 valves,Petrol,2008/02 - X,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 1.5 AWD (GE3)",EL15,79 kW / 107 HP,1498 ccm,4 cylinders,16 valves,Petrol,2008/02 - X,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.0 i AWD (GE7)",EJ204,110 kW / 150 HP,1994 ccm,4 cylinders,16 valves,Petrol,2011/01 - X,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.5 AWD",EJ255,169 kW / 230 HP,2457 ccm,4 cylinders,16 valves,Petrol,2008/10 - X,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.5 AWD","EJ255, EJ257",199 kW / 270 HP,2457 ccm,4 cylinders,16 valves,Petrol,2007/07 - X,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.5 AWD",EJ257,228 kW / 310 HP,2457 ccm,4 cylinders,16 valves,Petrol,2010/09 - 2015/12,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.5 AWD",EJ255,200 kW / 272 HP,2457 ccm,4 cylinders,16 valves,Petrol,2007/01 - 2007/12,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.5 AWD",EJ257,235 kW / 320 HP,2457 ccm,4 cylinders,16 valves,Petrol,2007/02 - 2007/12,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.5 WRX SE AWD (GVE)",EJ255,195 kW / 265 HP,2457 ccm,4 cylinders,16 valves,Petrol,2009/01 - 2014/12,SUBARU
"SUBARU IMPREZA Saloon (GE, GV) 2.5 WRX STI AWD (GVF)",EJ257,221 kW / 301 HP,2457 ccm,4 cylinders,16 valves,Petrol,2011/01 - X,SUBARU
SUBARU IMPREZA Saloon (GJ_) 1.6 AWD (GJ3),"FB16A, FB16B",84 kW / 114 HP,1600 ccm,4 cylinders,16 valves,Petrol,2012/06 - 2016/09,SUBARU
SUBARU IMPREZA Saloon (GJ_) 1.6 Front-Wheel Drive (GJ2),,84 kW / 114 HP,1600 ccm,4 cylinders,16 valves,Petrol,2012/06 - 2016/09,SUBARU
SUBARU IMPREZA Saloon (GJ_) 2.0 AWD (GJ7),FB20B,110 kW / 150 HP,1995 ccm,4 cylinders,16 valves,Petrol,2011/07 - X,SUBARU
SUBARU JUSTY I Hatchback Van 1.2 (J12K),EF12,49 kW / 67 HP,1189 ccm,3 cylinders,9 valves,Petrol,1986/06 - 1994/12,SUBARU
SUBARU JUSTY I Hatchback Van 1.2 (J12K),EF12,49 kW / 67 HP,1189 ccm,3 cylinders,9 valves,Petrol,1986/06 - 1994/12,SUBARU
SUBARU JUSTY III (G3X) 1.3 AWD (G3X413),M13A,69 kW / 94 HP,1328 ccm,4 cylinders,16 valves,Petrol,2003/09 - X,SUBARU
SUBARU JUSTY III (G3X) 1.5 AWD (G3X413),M15A,73 kW / 99 HP,1490 ccm,4 cylinders,16 valves,Petrol,2003/09 - X,SUBARU
"SUBARU JUSTY II (JMA, MS) 1.3 4x4",G13BB,63 kW / 86 HP,1298 ccm,4 cylinders,16 valves,Petrol,2001/04 - 2003/11,SUBARU
"SUBARU JUSTY II (JMA, MS) 1.3 GX 4x4",EF13,50 kW / 68 HP,1298 ccm,4 cylinders,8 valves,Petrol,1995/10 - 2003/11,SUBARU
SUBARU JUSTY I (KAD) 1000 4WD (KAD-A),EF10,40 kW / 54 HP,997 ccm,3 cylinders,6 valves,Petrol,1984/11 - 1990/12,SUBARU
SUBARU JUSTY I (KAD) 1000 4WD (KAD-A),EF10,37 kW / 50 HP,997 ccm,3 cylinders,6 valves,Petrol,1987/05 - 1994/11,SUBARU
SUBARU JUSTY I (KAD) 1000 (KA5),EF10,40 kW / 54 HP,997 ccm,3 cylinders,6 valves,Petrol,1984/11 - 1989/06,SUBARU
SUBARU JUSTY I (KAD) 1000 (KA5),EF10,37 kW / 50 HP,997 ccm,3 cylinders,6 valves,Petrol,1987/05 - 1995/10,SUBARU
SUBARU JUSTY I (KAD) 1200 4WD (KA8),EF12E,55 kW / 75 HP,1190 ccm,3 cylinders,6 valves,Petrol,1990/10 - 1996/04,SUBARU
SUBARU JUSTY I (KAD) 1200 4WD (KA8),EF12,50 kW / 68 HP,1190 ccm,3 cylinders,9 valves,Petrol,1986/10 - 1990/12,SUBARU
SUBARU JUSTY I (KAD) 1200 4WD (KAD-A),EF12,49 kW / 67 HP,1190 ccm,3 cylinders,9 valves,Petrol,1987/05 - 1991/05,SUBARU
SUBARU JUSTY I (KAD) 1200 (KA7),EF12,49 kW / 67 HP,1190 ccm,3 cylinders,9 valves,Petrol,1987/05 - 1995/10,SUBARU
SUBARU JUSTY IV 1.0 BiFuel,1KR-FE,51 kW / 69 HP,998 ccm,3 cylinders,12 valves,Petrol/Liquified Petroleum Gas (LPG),2007/09 - 2012/03,SUBARU
SUBARU JUSTY IV 1.0 (M300),1KR-FE,51 kW / 69 HP,998 ccm,3 cylinders,12 valves,Petrol,2007/01 - X,SUBARU
SUBARU JUSTY IV 1.3 AWD,K3-VE,67 kW / 91 HP,1298 ccm,4 cylinders,16 valves,Petrol,2008/03 - X,SUBARU
SUBARU LEGACY I (BC) 1.6,EJ16,70 kW / 95 HP,1597 ccm,4 cylinders,16 valves,Petrol,1989/05 - 1993/12,SUBARU
SUBARU LEGACY I (BC) 1800 4WD (BC3),EJ18 SPI,76 kW / 103 HP,1820 ccm,4 cylinders,16 valves,Petrol,1989/01 - 1991/09,SUBARU
SUBARU LEGACY I (BC) 1800 (BC2),EJ18 SPI,76 kW / 103 HP,1820 ccm,4 cylinders,16 valves,Petrol,1989/01 - 1993/12,SUBARU
SUBARU LEGACY I (BC) 2000 4WD (BC5),EJ20 EMPI,85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1991/08 - 1994/07,SUBARU
SUBARU LEGACY I (BC) 2000 Turbo 4WD (BC5),EJ20-GN,147 kW / 200 HP,1994 ccm,4 cylinders,16 valves,Petrol,1992/05 - 1994/07,SUBARU
SUBARU LEGACY I (BC) 2.0 (BC4),EJ20E,85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1991/08 - 1993/12,SUBARU
SUBARU LEGACY I (BC) 2.0 GL,EJ20E,103 kW / 140 HP,1994 ccm,4 cylinders,16 valves,Petrol,1991/08 - 1993/12,SUBARU
SUBARU LEGACY I (BC) 2200 4WD (BC7),EJ22 EMPI,100 kW / 136 HP,2212 ccm,4 cylinders,16 valves,Petrol,1989/01 - 1994/07,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 1.6 GL",EJ16,70 kW / 95 HP,1597 ccm,4 cylinders,16 valves,Petrol,1989/05 - 1993/12,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 1800 4WD (BF3)",EJ18 SPI,76 kW / 103 HP,1820 ccm,4 cylinders,16 valves,Petrol,1989/01 - 1994/07,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 1800 (BF2)",EJ18 SPI,76 kW / 103 HP,1820 ccm,4 cylinders,16 valves,Petrol,1989/01 - 1994/07,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 2000 4WD (BF5)",EJ20 EMPI,85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1991/09 - 1994/07,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 2000 (BF5)",EJ20 EMPI,85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1991/09 - 1993/12,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 2000 Turbo Super 4WD (BF5)",EJ20-GN,147 kW / 200 HP,1994 ccm,4 cylinders,16 valves,Petrol,1992/05 - 1994/07,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 2200 Super 4WD (BF7)",EJ22 EMPI,100 kW / 136 HP,2212 ccm,4 cylinders,16 valves,Petrol,1989/01 - 1994/07,SUBARU
"SUBARU LEGACY I Estate (BC, BF, BJ) 2.2 (BF7)",EJ22,100 kW / 136 HP,2212 ccm,4 cylinders,16 valves,Petrol,1989/05 - 1991/10,SUBARU
SUBARU LEGACY II (BD) 2.0 i 4WD (BD5),"EJ201, EJ20E",85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1994/09 - 1999/03,SUBARU
SUBARU LEGACY II (BD) 2.0 i (BD4),EJ20E,85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1994/09 - 1999/03,SUBARU
SUBARU LEGACY II (BD) 2.2 i 4WD (BD7),EJ22 EMPI,94 kW / 128 HP,2212 ccm,4 cylinders,16 valves,Petrol,1994/09 - 1999/03,SUBARU
SUBARU LEGACY II (BD) 2.2 i 4WD (BD7),EJ22 EMPI,96 kW / 131 HP,2212 ccm,4 cylinders,16 valves,Petrol,1996/06 - 1999/03,SUBARU
SUBARU LEGACY II (BD) 2.5 i 4WD (BD9),EJ25D,110 kW / 150 HP,2457 ccm,4 cylinders,16 valves,Petrol,1996/06 - 1999/03,SUBARU
SUBARU LEGACY II Estate (BG) 2.0 i 4WD (BG5),"EJ201, EJ20E",85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1994/09 - 1998/11,SUBARU
SUBARU LEGACY II Estate (BG) 2.0 i (BG4),EJ20 EMPI,85 kW / 116 HP,1994 ccm,4 cylinders,16 valves,Petrol,1994/09 - 1998/11,SUBARU
SUBARU LEGACY II Estate (BG) 2.2 i 4WD (BG7),EJ22 EMPI,94 kW / 128 HP,2212 ccm,4 cylinders,16 valves,Petrol,1994/02 - 1998/12,SUBARU
SUBARU LEGACY II Estate (BG) 2.2 i 4WD (BG7),EJ22 EMPI,96 kW / 131 HP,2212 ccm,4 cylinders,16 valves,Petrol,1996/06 - 1998/11,SUBARU
SUBARU LEGACY II Estate (BG) 2.5 i 4WD (BG9),EJ25D,110 kW / 150 HP,2457 ccm,4 cylinders,16 valves,Petrol,1996/06 - 1998/11,SUBARU
SUBARU LEGACY III (BE) 2.0 AWD (BE5),EJ201,92 kW / 125 HP,1994 ccm,4 cylinders,16 valves,Petrol,1999/04 - 2003/08,SUBARU
SUBARU LEGACY III (BE) 2.5 AWD (BE9),EJ25,115 kW / 156 HP,2457 ccm,4 cylinders,16 valves,Petrol,1998/10 - 2003/08,SUBARU
SUBARU LEGACY III Estate (BH) 2.0 AWD,EJ208,206 kW / 280 HP,1994 ccm,4 cylinders,16 valves,Petrol,2002/06 - 2003/08,SUBARU
SUBARU LEGACY III Estate (BH) 2.0 AWD (BH5),EJ201,92 kW / 125 HP,1994 ccm,4 cylinders,16 valves,Petrol,1998/12 - 2003/08,SUBARU
SUBARU LEGACY III Estate (BH) 2.5 AWD (BH9),EJ25,115 kW / 156 HP,2457 ccm,4 cylinders,16 valves,Petrol,1998/12 - 2003/08,SUBARU
SUBARU LEGACY III Estate (BH) 3.0 H6 AWD (BHE),EZ30,154 kW / 209 HP,3000 ccm,6 cylinders,24 valves,Petrol,2000/08 - 2003/08,SUBARU
SUBARU LEGACY IV (BL) 2.0 2WD,EJ20Y,132 kW / 179 HP,1994 ccm,4 cylinders,16 valves,Petrol,2005/08 - 2012/03,SUBARU
SUBARU LEGACY IV (BL) 2.0 AWD (BL5),EJ202,101 kW / 138 HP,1994 ccm,4 cylinders,16 valves,Petrol,2003/09 - 2005/10,SUBARU
SUBARU LEGACY IV (BL) 2.0 AWD (BL5),EJ204,121 kW / 165 HP,1994 ccm,4 cylinders,16 valves,Petrol,2005/06 - 2009/04,SUBARU
SUBARU LEGACY IV (BL) 2.0 D AWD (BLD),EE20Z,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2008/02 - 2009/12,SUBARU
SUBARU LEGACY IV (BL) 2.0 R AWD (BL5),EJ204,110 kW / 150 HP,1994 ccm,4 cylinders,16 valves,Petrol,2007/09 - 2009/12,SUBARU
SUBARU LEGACY IV (BL) 2.5 AWD (BL9),EJ25,121 kW / 165 HP,2457 ccm,4 cylinders,16 valves,Petrol,2003/09 - 2009/04,SUBARU
SUBARU LEGACY IV (BL) 2.5 i AWD (BL9),EJ25,127 kW / 173 HP,2457 ccm,4 cylinders,16 valves,Petrol,2007/09 - 2009/12,SUBARU
"SUBARU LEGACY IV (BL) 3.0 R AWD (BLE, B13)",EZ30,180 kW / 245 HP,3000 ccm,6 cylinders,24 valves,Petrol,2003/09 - 2009/08,SUBARU
SUBARU LEGACY IV Estate (BP) 2.0 AWD (BP5),EJ202,101 kW / 138 HP,1994 ccm,4 cylinders,16 valves,Petrol,2003/09 - 2005/10,SUBARU
SUBARU LEGACY IV Estate (BP) 2.0 AWD (BP5),EJ204,121 kW / 165 HP,1994 ccm,4 cylinders,16 valves,Petrol,2005/06 - 2009/04,SUBARU
SUBARU LEGACY IV Estate (BP) 2.0 D AWD (BPD),EE20Z,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2008/02 - 2009/12,SUBARU
SUBARU LEGACY IV Estate (BP) 2.0 R AWD (BP5),EJ204,110 kW / 150 HP,1994 ccm,4 cylinders,16 valves,Petrol,2007/09 - 2009/12,SUBARU
SUBARU LEGACY IV Estate (BP) 2.5 AWD (BP9),EJ25,121 kW / 165 HP,2457 ccm,4 cylinders,16 valves,Petrol,2003/09 - 2009/04,SUBARU
SUBARU LEGACY IV Estate (BP) 2.5 i AWD (BP9),EJ25,127 kW / 173 HP,2457 ccm,4 cylinders,16 valves,Petrol,2008/01 - 2009/12,SUBARU
SUBARU LEGACY IV Estate (BP) 3.0 R AWD (BPE),EZ30,180 kW / 245 HP,3000 ccm,6 cylinders,24 valves,Petrol,2003/09 - 2009/08,SUBARU
SUBARU LEGACY OUTBACK (BG) 2.5 (BG9),EJ25D,110 kW / 150 HP,2457 ccm,4 cylinders,16 valves,Petrol,1996/01 - 1999/12,SUBARU
SUBARU LEGACY V (BM) 2.0 D AWD (BMD),EE20Z,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2009/09 - 2014/12,SUBARU
SUBARU LEGACY V (BM) 2.0 i AWD,EJ204,118 kW / 160 HP,1994 ccm,4 cylinders,16 valves,Petrol,2009/06 - 2015/12,SUBARU
SUBARU LEGACY V (BM) 2.0 i AWD (BM5),EJ204,110 kW / 150 HP,1994 ccm,4 cylinders,16 valves,Petrol,2009/09 - 2014/12,SUBARU
SUBARU LEGACY V (BM) 2.0 i LPG AWD,EJ204,108 kW / 147 HP,1994 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2009/09 - 2011/12,SUBARU
SUBARU LEGACY V (BM) 2.5 GT AWD (BM9),EJ255,195 kW / 265 HP,2457 ccm,4 cylinders,16 valves,Petrol,2010/07 - 2014/12,SUBARU
SUBARU LEGACY V (BM) 2.5 i AWD,EJ253,125 kW / 170 HP,2457 ccm,4 cylinders,16 valves,Petrol,2012/01 - 2014/12,SUBARU
SUBARU LEGACY V (BM) 2.5 i AWD (BM9),EJ253,123 kW / 167 HP,2457 ccm,4 cylinders,16 valves,Petrol,2009/09 - 2014/12,SUBARU
SUBARU LEGACY V (BM) 2.5 i AWD (BMM),"FB25, FB25A, FB25B",127 kW / 173 HP,2498 ccm,4 cylinders,16 valves,Petrol,2012/07 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.0 D AWD,"EE20, EE20Z",108 kW / 147 HP,1998 ccm,4 cylinders,16 valves,Diesel,2013/01 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.0 D AWD,EE20Z,110 kW / 150 HP,1998 ccm,4 cylinders,16 valves,Diesel,2009/09 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.0 i AWD,EJ204,110 kW / 150 HP,1994 ccm,4 cylinders,16 valves,Petrol,2009/09 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.0 i AWD,FB20,110 kW / 150 HP,1995 ccm,4 cylinders,16 valves,Petrol,2012/06 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.0 i LPG AWD,EJ204,108 kW / 147 HP,1994 ccm,4 cylinders,16 valves,Petrol/Liquified Petroleum Gas (LPG),2009/09 - 2011/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.5 CNG AWD,FB25B,127 kW / 173 HP,2498 ccm,4 cylinders,16 valves,Petrol/Compressed Natural Gas (CNG),2013/04 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.5 GT AWD (BR9),EJ255,195 kW / 265 HP,2457 ccm,4 cylinders,16 valves,Petrol,2010/07 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.5 i AWD (BR9),EJ253,123 kW / 167 HP,2457 ccm,4 cylinders,16 valves,Petrol,2009/09 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.5 i AWD (BR9),EJ25,125 kW / 170 HP,2457 ccm,4 cylinders,16 valves,Petrol,2009/05 - 2014/12,SUBARU
SUBARU LEGACY V Estate (BR) 2.5 i AWD (BRM),FB25,127 kW / 173 HP,2498 ccm,4 cylinders,16 valves,Petrol,2012/07 - 2014/12,SUBARU
"SUBARU LEGACY VI (BN, BS) 2.5 i AWD (BN9)",FB25,129 kW / 175 HP,2498 ccm,4 cylinders,16 valves,Petrol,2015/01 - X,SUBARU
"SUBARU LEGACY VI (BN, BS) 3.6 i AWD (BNF)",EZ36D,191 kW / 260 HP,3630 ccm,6 cylinders,24 valves,Petrol,2015/01 - X,SUBARU
SUBARU LEONE Hatchback 1800 4WD,EA82,66 kW / 90 HP,1781 ccm,4 cylinders,8 valves,Petrol,1985/01 - 1989/12,SUBARU
